id,gemeinde_name,gemeinde_kennzahl,gemeinde_code,eligible_voters,votes,valid,invalid,ts,spoe_nrw13,oevp_nrw13,fpoe_nrw13,gruene_nrw13,bzoe_nrw13,neos_nrw13,stronach_nrw13,wandel_nrw13,pirat_nrw13,kpoe_nrw13,slp_nrw13,euaus_nrw13,cpoe_nrw13
756,Thomatal,50511,50511,None,218,215,3,2013-09-28 22:00:00+00:00,46,54,77,14,7,3,10,None,2,2,None,None,None
757,Grünau im Almtal,40707,40707,None,1183,1147,36,2013-09-28 22:00:00+00:00,355,295,240,98,41,29,63,None,11,10,None,None,None
758,Zeillern,30544,30544,None,1102,1073,29,2013-09-28 22:00:00+00:00,161,480,218,98,38,26,40,None,6,6,None,None,None
759,Kirchdorf in Tirol,70410,70410,None,1684,1666,18,2013-09-28 22:00:00+00:00,253,546,407,182,66,52,151,None,2,7,None,None,None
760,Eben am Achensee,70907,70907,None,1105,1093,12,2013-09-28 22:00:00+00:00,176,385,249,135,48,39,58,None,3,0,None,None,None
761,Burgauberg-Neudauberg,10402,10402,None,848,825,23,2013-09-28 22:00:00+00:00,258,267,136,39,15,20,76,None,6,8,None,None,None
762,Trumau,30641,30641,None,1920,1890,30,2013-09-28 22:00:00+00:00,803,218,445,154,47,82,112,None,21,8,None,None,None
763,Bad Blumau,62202,62202,None,894,880,14,2013-09-28 22:00:00+00:00,77,292,251,58,31,24,121,None,7,9,None,None,None
764,Forchach,70810,70810,None,146,143,3,2013-09-28 22:00:00+00:00,23,48,43,18,6,2,3,None,0,0,None,None,None
765,Eberstein,20504,20504,None,791,773,18,2013-09-28 22:00:00+00:00,189,146,166,34,158,16,55,None,5,4,None,None,None
766,Radenthein,20630,20630,None,3311,3222,89,2013-09-28 22:00:00+00:00,1028,321,681,329,348,137,320,None,37,21,None,None,None
767,Kefermarkt,40607,40607,None,1238,1196,42,2013-09-28 22:00:00+00:00,366,353,212,109,57,33,49,None,8,6,None,None,None
768,Annaberg-Lungötz,50203,50203,None,1317,1277,40,2013-09-28 22:00:00+00:00,310,509,260,71,43,34,43,None,4,3,None,None,None
769,Nebelberg,41320,41320,None,402,380,22,2013-09-28 22:00:00+00:00,71,190,51,32,13,7,9,None,2,2,None,None,None
770,Schlatt,41736,41736,None,721,695,26,2013-09-28 22:00:00+00:00,150,214,169,65,26,23,35,None,4,4,None,None,None
771,Tulfes,70360,70360,None,716,701,15,2013-09-28 22:00:00+00:00,72,264,166,89,31,22,47,None,9,1,None,None,None
772,Tattendorf,30636,30636,None,802,788,14,2013-09-28 22:00:00+00:00,243,191,176,71,21,29,48,None,5,4,None,None,None
773,Neumarkt an der Ybbs,31527,31527,None,1068,1050,18,2013-09-28 22:00:00+00:00,351,262,229,82,32,33,49,None,6,6,None,None,None
774,Deutsch Kaltenbrunn,10501,10501,None,1109,1078,31,2013-09-28 22:00:00+00:00,420,194,207,65,30,32,121,None,3,5,None,None,None
775,Strengen,70627,70627,None,660,649,11,2013-09-28 22:00:00+00:00,161,241,126,55,21,19,22,None,4,0,None,None,None
776,Otterthal,31820,31820,None,370,365,5,2013-09-28 22:00:00+00:00,111,122,72,19,11,6,23,None,0,1,None,None,None
777,Hallein,50205,50205,None,8772,8596,176,2013-09-28 22:00:00+00:00,2636,1359,1950,1383,253,373,494,None,74,74,None,None,None
778,Güttenbach,10406,10406,None,572,557,15,2013-09-28 22:00:00+00:00,187,216,60,34,13,10,32,None,1,3,None,None,None
779,Ybbsitz,30543,30543,None,2282,2222,60,2013-09-28 22:00:00+00:00,325,1210,291,177,37,65,94,None,16,7,None,None,None
780,Nickelsdorf,10714,10714,None,1003,984,19,2013-09-28 22:00:00+00:00,358,204,222,83,10,34,51,None,3,18,None,None,None
781,Seibersdorf,30633,30633,None,870,853,17,2013-09-28 22:00:00+00:00,192,285,205,43,20,32,65,None,9,2,None,None,None
782,Kirchschlag bei Linz,41613,41613,None,1199,1173,26,2013-09-28 22:00:00+00:00,216,371,214,189,38,52,62,None,13,7,None,None,None
783,Vasoldsberg,60653,60653,None,2379,2349,30,2013-09-28 22:00:00+00:00,413,452,701,226,120,78,314,None,17,20,None,None,None
784,Sankt Andrä am Zicksee,10719,10719,None,902,885,17,2013-09-28 22:00:00+00:00,304,328,127,32,17,22,37,None,1,2,None,None,None
785,Sarleinsbach,41338,41338,None,1419,1354,65,2013-09-28 22:00:00+00:00,214,657,227,129,24,24,42,None,13,9,None,None,None
786,Fusch an der Großglocknerstraße,50604,50604,None,405,391,14,2013-09-28 22:00:00+00:00,87,116,107,34,15,9,19,None,2,2,None,None,None
787,Hopfgarten in Defereggen,70709,70709,None,362,353,9,2013-09-28 22:00:00+00:00,22,221,63,12,8,9,16,None,2,0,None,None,None
788,Furth an der Triesting,30609,30609,None,504,496,8,2013-09-28 22:00:00+00:00,67,242,91,30,11,19,30,None,2,4,None,None,None
789,Nesselwängle,70824,70824,None,205,201,4,2013-09-28 22:00:00+00:00,17,95,37,20,5,10,12,None,1,4,None,None,None
790,Leoben,61108,61108,None,11809,11679,130,2013-09-28 22:00:00+00:00,4030,1099,3400,872,449,449,839,None,76,445,None,None,None
791,Weiler,80423,80423,None,879,870,9,2013-09-28 22:00:00+00:00,97,199,180,169,24,121,60,None,6,5,None,None,None
792,Vils,70833,70833,None,691,680,11,2013-09-28 22:00:00+00:00,133,317,114,41,18,14,35,None,5,3,None,None,None
793,Sankt Johann im Saggautal,61032,61032,None,1182,1163,19,2013-09-28 22:00:00+00:00,248,309,371,47,37,29,114,None,2,5,None,None,None
794,Tarrenz,70222,70222,None,1143,1117,26,2013-09-28 22:00:00+00:00,151,368,282,115,20,57,112,None,6,6,None,None,None
795,St. Oswald,31541,31541,None,652,632,20,2013-09-28 22:00:00+00:00,143,364,62,18,14,7,14,None,2,8,None,None,None
796,Lackenbach,10808,10808,None,673,651,22,2013-09-28 22:00:00+00:00,295,143,119,24,18,12,34,None,2,4,None,None,None
797,Hundsheim,30715,30715,None,370,364,6,2013-09-28 22:00:00+00:00,150,94,75,11,14,6,7,None,6,1,None,None,None
798,Meiningen,80413,80413,None,888,878,10,2013-09-28 22:00:00+00:00,128,199,214,146,21,83,59,None,10,5,None,None,None
799,Pierbach,40613,40613,None,616,595,21,2013-09-28 22:00:00+00:00,122,240,139,32,16,11,24,None,1,2,None,None,None
800,Ramingstein,50506,50506,None,652,639,13,2013-09-28 22:00:00+00:00,210,189,162,31,10,8,27,None,0,2,None,None,None
801,Mariapfarr,50503,50503,None,1201,1169,32,2013-09-28 22:00:00+00:00,292,351,266,90,43,53,62,None,3,9,None,None,None
802,Breitenfurt bei Wien,31703,31703,None,3473,3417,56,2013-09-28 22:00:00+00:00,780,864,573,485,131,320,197,None,28,39,None,None,None
803,Paternion,20720,20720,None,3329,3266,63,2013-09-28 22:00:00+00:00,1087,363,675,317,311,162,304,None,24,23,None,None,None
804,Rosenburg-Mold,31121,31121,None,488,481,7,2013-09-28 22:00:00+00:00,101,209,78,24,18,19,26,None,3,3,None,None,None
805,Breitenbach am Inn,70505,70505,None,1781,1751,30,2013-09-28 22:00:00+00:00,251,716,381,158,45,74,108,None,13,5,None,None,None
806,Pettenbach,40912,40912,None,2892,2811,81,2013-09-28 22:00:00+00:00,619,764,683,277,123,80,197,None,25,29,None,None,None
807,Reißeck,20644,20644,None,1255,1231,24,2013-09-28 22:00:00+00:00,487,160,190,85,150,65,87,None,4,3,None,None,None
808,Arnoldstein,20702,20702,None,3506,3439,67,2013-09-28 22:00:00+00:00,1468,338,653,291,324,93,218,None,25,29,None,None,None
809,Kronstorf,41011,41011,None,1850,1820,30,2013-09-28 22:00:00+00:00,592,398,421,167,51,61,97,None,18,8,None,None,None
810,Mitterndorf an der Fischa,30621,30621,None,1073,1055,18,2013-09-28 22:00:00+00:00,403,143,311,65,27,30,64,None,6,6,None,None,None
811,Traun,41021,41021,None,11000,10798,202,2013-09-28 22:00:00+00:00,4229,1382,2708,963,334,374,572,None,99,90,None,None,None
812,Lutzmannsburg,10810,10810,None,575,560,15,2013-09-28 22:00:00+00:00,199,176,110,22,11,4,33,None,2,1,None,None,None
813,Stoob,10822,10822,None,928,906,22,2013-09-28 22:00:00+00:00,411,200,142,48,13,30,54,None,3,3,None,None,None
814,Pöndorf,41726,41726,None,1326,1276,50,2013-09-28 22:00:00+00:00,308,384,359,71,40,15,71,None,15,9,None,None,None
815,Klam,41107,41107,None,484,464,20,2013-09-28 22:00:00+00:00,89,178,106,32,12,17,18,None,2,4,None,None,None
816,Birgitz,70306,70306,None,661,656,5,2013-09-28 22:00:00+00:00,93,203,122,117,41,34,39,None,6,1,None,None,None
817,Polling im Innkreis,40433,40433,None,553,542,11,2013-09-28 22:00:00+00:00,91,196,176,21,17,7,29,None,1,3,None,None,None
818,Taiskirchen im Innkreis,41231,41231,None,1416,1386,30,2013-09-28 22:00:00+00:00,235,534,289,132,67,30,67,None,8,9,None,None,None
819,Arzl im Pitztal,70201,70201,None,1438,1419,19,2013-09-28 22:00:00+00:00,276,495,282,149,73,55,68,None,9,12,None,None,None
820,Frastanz,80405,80405,None,2256,2234,22,2013-09-28 22:00:00+00:00,319,550,520,348,53,276,114,None,5,14,None,None,None
821,Enzersfeld im Weinviertel,31202,31202,None,1070,1056,14,2013-09-28 22:00:00+00:00,309,339,185,91,27,53,40,None,10,2,None,None,None
822,Stiwoll,60647,60647,None,440,435,5,2013-09-28 22:00:00+00:00,109,97,130,28,15,10,39,None,0,6,None,None,None
823,Tiefgraben,41742,41742,None,1785,1734,51,2013-09-28 22:00:00+00:00,290,677,356,195,53,61,84,None,10,3,None,None,None
824,Bad Traunstein,32528,32528,None,648,637,11,2013-09-28 22:00:00+00:00,73,464,54,16,10,4,10,None,4,2,None,None,None
825,Semmering,31838,31838,None,279,274,5,2013-09-28 22:00:00+00:00,74,86,67,15,6,8,14,None,3,1,None,None,None
826,Drösing,30810,30810,None,684,673,11,2013-09-28 22:00:00+00:00,254,209,121,28,16,8,29,None,3,5,None,None,None
827,Glödnitz,20506,20506,None,411,407,4,2013-09-28 22:00:00+00:00,119,113,83,9,53,8,14,None,4,4,None,None,None
828,Axams,70304,70304,None,2832,2803,29,2013-09-28 22:00:00+00:00,572,720,537,571,94,138,133,None,16,22,None,None,None
829,Maria Neustift,41510,41510,None,1045,1007,38,2013-09-28 22:00:00+00:00,133,446,228,56,61,22,42,None,9,3,None,None,None
830,Ehenbichl,70806,70806,None,356,352,4,2013-09-28 22:00:00+00:00,60,139,59,49,11,12,18,None,1,3,None,None,None
831,Bad Deutsch-Altenburg,30702,30702,None,779,773,6,2013-09-28 22:00:00+00:00,232,163,211,42,60,19,36,None,6,4,None,None,None
832,Ossiach,21006,21006,None,382,372,10,2013-09-28 22:00:00+00:00,69,66,74,40,50,25,40,None,6,2,None,None,None
833,Laab im Walde,31714,31714,None,676,670,6,2013-09-28 22:00:00+00:00,140,207,70,141,13,59,18,None,10,12,None,None,None
834,Niederndorferberg,70519,70519,None,259,253,6,2013-09-28 22:00:00+00:00,10,145,57,25,3,4,9,None,0,0,None,None,None
835,Hatting,70318,70318,None,668,665,3,2013-09-28 22:00:00+00:00,147,217,123,101,10,42,19,None,2,4,None,None,None
836,Senftenberg,31343,31343,None,1183,1154,29,2013-09-28 22:00:00+00:00,353,386,178,108,26,48,41,None,5,9,None,None,None
837,Gresten-Land,32004,32004,None,969,948,21,2013-09-28 22:00:00+00:00,133,581,111,51,24,10,33,None,4,1,None,None,None
838,Wörgl,70531,70531,None,4986,4932,54,2013-09-28 22:00:00+00:00,1217,881,1387,759,123,184,315,None,32,34,None,None,None
839,Kirchham,40710,40710,None,1185,1148,37,2013-09-28 22:00:00+00:00,160,487,228,106,46,27,72,None,9,6,None,None,None
840,Schwanenstadt,41738,41738,None,1978,1933,45,2013-09-28 22:00:00+00:00,529,410,478,246,61,63,104,None,23,11,None,None,None
841,Maria Enzersdorf,31716,31716,None,4471,4408,63,2013-09-28 22:00:00+00:00,628,1452,589,810,149,521,192,None,35,32,None,None,None
842,Manning,41714,41714,None,501,484,17,2013-09-28 22:00:00+00:00,111,167,88,51,15,14,27,None,4,5,None,None,None
843,Weißenkirchen in der Wachau,31351,31351,None,952,927,25,2013-09-28 22:00:00+00:00,210,401,131,79,20,38,36,None,8,4,None,None,None
844,Pitzenberg,41725,41725,None,315,307,8,2013-09-28 22:00:00+00:00,53,105,75,40,8,7,17,None,1,0,None,None,None
845,Mittersill,50613,50613,None,2569,2519,50,2013-09-28 22:00:00+00:00,603,640,687,187,59,90,236,None,13,4,None,None,None
846,Blons,80102,80102,None,162,160,2,2013-09-28 22:00:00+00:00,7,97,24,8,4,17,3,None,0,0,None,None,None
847,Stanz bei Landeck,70626,70626,None,323,314,9,2013-09-28 22:00:00+00:00,83,120,41,30,6,17,15,None,0,2,None,None,None
848,Dimbach,41104,41104,None,649,617,32,2013-09-28 22:00:00+00:00,168,274,99,29,11,13,16,None,3,3,None,None,None
849,Haugsdorf,31018,31018,None,1034,1010,24,2013-09-28 22:00:00+00:00,319,371,186,46,16,20,46,None,2,4,None,None,None
850,Schenkenfelden,41622,41622,None,993,954,39,2013-09-28 22:00:00+00:00,175,395,171,78,34,27,56,None,5,7,None,None,None
851,Klaus,80409,80409,None,1366,1352,14,2013-09-28 22:00:00+00:00,149,396,217,298,24,158,80,None,15,6,None,None,None
852,Weiten,31546,31546,None,614,597,17,2013-09-28 22:00:00+00:00,123,320,79,20,11,11,22,None,8,3,None,None,None
853,Treffen am Ossiacher See,20724,20724,None,2243,2208,35,2013-09-28 22:00:00+00:00,633,303,457,263,239,126,159,None,12,16,None,None,None
854,Anras,70704,70704,None,631,626,5,2013-09-28 22:00:00+00:00,80,303,110,41,37,18,33,None,2,2,None,None,None
