id,gemeinde_name,gemeinde_kennzahl,gemeinde_code,eligible_voters,votes,valid,invalid,ts,spoe_nrw13,oevp_nrw13,fpoe_nrw13,gruene_nrw13,bzoe_nrw13,neos_nrw13,stronach_nrw13,wandel_nrw13,pirat_nrw13,kpoe_nrw13,slp_nrw13,euaus_nrw13,cpoe_nrw13
915,Kirchberg-Thening,41010,41010,None,1399,1373,26,2013-09-28 22:00:00+00:00,462,242,280,207,40,61,60,None,7,11,None,None,None
916,Hohenruppersdorf,30828,30828,None,623,607,16,2013-09-28 22:00:00+00:00,108,276,113,44,11,13,38,None,3,1,None,None,None
917,Zell am Ziller,70940,70940,None,710,708,2,2013-09-28 22:00:00+00:00,147,263,160,55,19,16,40,None,6,2,None,None,None
918,Mortantsch,61730,61730,None,1246,1213,33,2013-09-28 22:00:00+00:00,260,290,218,119,54,24,219,None,5,15,None,None,None
919,Obernberg am Inn,41219,41219,None,609,602,7,2013-09-28 22:00:00+00:00,142,148,179,59,23,19,26,None,2,2,None,None,None
920,Weitersfelden,40625,40625,None,673,653,20,2013-09-28 22:00:00+00:00,155,280,104,48,25,20,16,None,3,1,None,None,None
921,Gaubitsch,31611,31611,None,604,583,21,2013-09-28 22:00:00+00:00,63,374,80,15,12,17,21,None,1,0,None,None,None
922,Lenzing,41713,41713,None,2846,2779,67,2013-09-28 22:00:00+00:00,1161,247,779,197,98,61,172,None,26,23,None,None,None
923,Arnreit,41305,41305,None,652,624,28,2013-09-28 22:00:00+00:00,84,324,103,49,25,13,17,None,7,2,None,None,None
924,Sankt Michael im Burgenland,10413,10413,None,662,646,16,2013-09-28 22:00:00+00:00,202,200,108,37,15,19,59,None,2,4,None,None,None
925,Düns,80402,80402,None,214,213,1,2013-09-28 22:00:00+00:00,8,72,40,46,2,24,10,None,0,1,None,None,None
926,Sulz,80420,80420,None,1191,1182,9,2013-09-28 22:00:00+00:00,152,281,191,230,24,199,68,None,14,9,None,None,None
927,Grünbach,40602,40602,None,1111,1075,36,2013-09-28 22:00:00+00:00,234,325,259,95,55,28,54,None,11,8,None,None,None
928,Königsdorf,10511,10511,None,464,459,5,2013-09-28 22:00:00+00:00,137,135,103,21,6,3,50,None,1,2,None,None,None
929,Waidmannsfeld,32331,32331,None,944,921,23,2013-09-28 22:00:00+00:00,372,154,200,76,36,32,31,None,11,9,None,None,None
930,Leopoldschlag,40610,40610,None,660,622,38,2013-09-28 22:00:00+00:00,112,290,99,44,24,16,29,None,6,0,None,None,None
931,Krottendorf-Gaisfeld,61611,61611,None,1453,1436,17,2013-09-28 22:00:00+00:00,308,314,425,76,81,59,154,None,7,8,None,None,None
932,Lamprechtshausen,50322,50322,None,1924,1875,49,2013-09-28 22:00:00+00:00,324,589,433,269,64,74,92,None,15,15,None,None,None
933,Deutsch Jahrndorf,10704,10704,None,364,357,7,2013-09-28 22:00:00+00:00,122,97,98,13,4,6,14,None,1,2,None,None,None
934,Grän,70811,70811,None,239,236,3,2013-09-28 22:00:00+00:00,19,150,29,22,7,1,8,None,0,0,None,None,None
935,St. Thomas,40826,40826,None,332,318,14,2013-09-28 22:00:00+00:00,24,108,95,43,7,5,26,None,3,4,None,None,None
936,Ternitz,31839,31839,None,8396,8223,173,2013-09-28 22:00:00+00:00,3721,1042,1959,596,193,222,369,None,54,67,None,None,None
937,Absam,70301,70301,None,3440,3395,45,2013-09-28 22:00:00+00:00,764,863,576,657,101,212,183,None,19,20,None,None,None
938,Loich,31920,31920,None,374,366,8,2013-09-28 22:00:00+00:00,103,157,49,17,10,4,22,None,3,1,None,None,None
939,Ried im Oberinntal,70620,70620,None,526,521,5,2013-09-28 22:00:00+00:00,82,222,70,79,11,9,35,None,9,4,None,None,None
940,Stinatz,10415,10415,None,735,719,16,2013-09-28 22:00:00+00:00,377,171,59,46,9,11,33,None,4,7,None,None,None
941,Landeck,70614,70614,None,3595,3535,60,2013-09-28 22:00:00+00:00,929,1021,716,477,55,135,155,None,19,28,None,None,None
942,Hollabrunn,31022,31022,None,6709,6569,140,2013-09-28 22:00:00+00:00,1493,2415,1256,574,152,277,313,None,47,42,None,None,None
943,Waldhausen im Strudengau,41125,41125,None,1819,1769,50,2013-09-28 22:00:00+00:00,522,593,348,152,43,22,61,None,4,9,None,None,None
944,Neustift im Stubaital,70334,70334,None,2123,2102,21,2013-09-28 22:00:00+00:00,237,865,518,213,73,67,108,None,11,10,None,None,None
945,Molln,40909,40909,None,2017,1977,40,2013-09-28 22:00:00+00:00,628,407,483,172,98,43,92,None,18,14,None,None,None
946,Gallzein,70911,70911,None,311,304,7,2013-09-28 22:00:00+00:00,39,116,78,29,5,8,27,None,1,1,None,None,None
947,Hofkirchen im Mühlkreis,41312,41312,None,817,787,30,2013-09-28 22:00:00+00:00,161,316,149,92,24,21,20,None,2,1,None,None,None
948,Zeltweg,62038,62038,None,3682,3648,34,2013-09-28 22:00:00+00:00,1296,320,1155,195,151,100,273,None,22,128,None,None,None
949,Biberbach,30507,30507,None,1409,1373,36,2013-09-28 22:00:00+00:00,249,617,215,123,47,50,54,None,7,11,None,None,None
950,Bruckneudorf,10703,10703,None,1604,1565,39,2013-09-28 22:00:00+00:00,558,141,443,187,44,79,91,None,7,15,None,None,None
951,Spillern,31227,31227,None,1246,1222,24,2013-09-28 22:00:00+00:00,431,215,258,136,29,55,70,None,19,9,None,None,None
952,Holzhausen,41809,41809,None,472,457,15,2013-09-28 22:00:00+00:00,132,118,97,43,22,18,21,None,5,0,None,None,None
953,Hackerberg,10418,10418,None,251,244,7,2013-09-28 22:00:00+00:00,91,96,32,5,3,6,9,None,2,0,None,None,None
954,Matzendorf-Hölles,32320,32320,None,1208,1185,23,2013-09-28 22:00:00+00:00,312,374,268,60,32,31,90,None,11,7,None,None,None
955,Draßmarkt,10802,10802,None,965,944,21,2013-09-28 22:00:00+00:00,327,372,107,65,13,18,34,None,3,5,None,None,None
956,Wieselburg-Land,32017,32017,None,2034,1982,52,2013-09-28 22:00:00+00:00,443,758,395,140,66,59,102,None,9,10,None,None,None
957,Jaidhof,31319,31319,None,731,711,20,2013-09-28 22:00:00+00:00,136,337,118,52,13,23,23,None,3,6,None,None,None
958,Japons,31111,31111,None,486,484,2,2013-09-28 22:00:00+00:00,56,320,52,19,11,10,13,None,1,2,None,None,None
959,Pernitz,32323,32323,None,1431,1393,38,2013-09-28 22:00:00+00:00,440,305,324,127,52,52,70,None,16,7,None,None,None
960,Stroheim,40512,40512,None,999,957,42,2013-09-28 22:00:00+00:00,141,365,228,76,42,29,63,None,4,4,None,None,None
961,Höflein an der Hohen Wand,31849,31849,None,584,578,6,2013-09-28 22:00:00+00:00,221,99,122,61,18,24,27,None,4,2,None,None,None
962,Peuerbach,40819,40819,None,1254,1211,43,2013-09-28 22:00:00+00:00,228,419,260,140,45,19,79,None,6,7,None,None,None
963,Warth,80239,80239,None,96,96,0,2013-09-28 22:00:00+00:00,5,55,21,3,0,7,4,None,0,0,None,None,None
964,Feldkirchen bei Mattighofen,40407,40407,None,1037,992,45,2013-09-28 22:00:00+00:00,128,340,314,83,32,17,53,None,12,5,None,None,None
965,Tannheim,70832,70832,None,389,380,9,2013-09-28 22:00:00+00:00,41,212,38,32,19,14,22,None,2,0,None,None,None
966,Großengersdorf,31615,31615,None,936,914,22,2013-09-28 22:00:00+00:00,333,315,163,54,13,16,12,None,3,5,None,None,None
967,Kirchdorf an der Krems,40905,40905,None,2059,2001,58,2013-09-28 22:00:00+00:00,633,384,443,298,59,69,71,None,24,9,None,None,None
968,Sankt Michael in Obersteiermark,61113,61113,None,1788,1775,13,2013-09-28 22:00:00+00:00,655,218,520,105,69,34,131,None,1,39,None,None,None
969,Altschwendt,41401,41401,None,416,411,5,2013-09-28 22:00:00+00:00,85,130,98,39,16,12,27,None,4,0,None,None,None
970,Scharten,40511,40511,None,1360,1334,26,2013-09-28 22:00:00+00:00,332,297,348,181,56,35,54,None,9,4,None,None,None
971,Wettmannstätten,60341,60341,None,894,880,14,2013-09-28 22:00:00+00:00,214,231,234,38,26,25,94,None,6,6,None,None,None
972,Traiskirchen,30639,30639,None,9472,9296,176,2013-09-28 22:00:00+00:00,3325,1246,2275,841,327,481,623,None,86,92,None,None,None
973,Oberschützen,10916,10916,None,1413,1380,33,2013-09-28 22:00:00+00:00,371,407,278,124,54,48,91,None,0,5,None,None,None
974,Piberbach,41018,41018,None,1079,1057,22,2013-09-28 22:00:00+00:00,308,252,227,118,46,24,65,None,2,11,None,None,None
975,Zellerndorf,31052,31052,None,1601,1573,28,2013-09-28 22:00:00+00:00,469,617,246,94,31,41,64,None,9,2,None,None,None
976,Sankt Peter ob Judenburg,62032,62032,None,711,698,13,2013-09-28 22:00:00+00:00,131,220,172,46,34,24,66,None,0,5,None,None,None
977,Palting,40429,40429,None,531,510,21,2013-09-28 22:00:00+00:00,83,194,111,51,19,10,36,None,3,1,None,None,None
978,Rohrau,30721,30721,None,912,900,12,2013-09-28 22:00:00+00:00,253,304,193,64,14,28,36,None,5,3,None,None,None
979,Kematen in Tirol,70320,70320,None,1261,1243,18,2013-09-28 22:00:00+00:00,256,375,223,226,37,64,53,None,4,5,None,None,None
980,Dalaas,80108,80108,None,792,784,8,2013-09-28 22:00:00+00:00,115,115,137,52,18,313,26,None,1,2,None,None,None
981,St. Roman,41420,41420,None,1097,1081,16,2013-09-28 22:00:00+00:00,70,359,234,25,339,10,33,None,2,3,None,None,None
982,Edelstal,10727,10727,None,386,377,9,2013-09-28 22:00:00+00:00,129,151,60,10,4,12,9,None,2,0,None,None,None
983,Dellach,20302,20302,None,701,679,22,2013-09-28 22:00:00+00:00,180,250,87,47,58,15,37,None,4,1,None,None,None
984,Lilienfeld,31407,31407,None,1546,1503,43,2013-09-28 22:00:00+00:00,427,463,274,160,45,32,65,None,12,25,None,None,None
985,Waidring,70419,70419,None,978,962,16,2013-09-28 22:00:00+00:00,153,339,208,99,46,25,78,None,3,11,None,None,None
986,Utzenaich,41233,41233,None,871,847,24,2013-09-28 22:00:00+00:00,156,290,212,67,33,26,51,None,9,2,None,None,None
987,Kallham,40812,40812,None,1540,1481,59,2013-09-28 22:00:00+00:00,311,483,350,135,56,57,69,None,10,5,None,None,None
988,Jennersdorf,10504,10504,None,2476,2418,58,2013-09-28 22:00:00+00:00,549,706,623,187,60,62,192,None,21,10,None,None,None
989,Viehdorf,30536,30536,None,830,812,18,2013-09-28 22:00:00+00:00,141,400,141,36,30,18,36,None,4,6,None,None,None
990,Assling,70705,70705,None,991,964,27,2013-09-28 22:00:00+00:00,107,501,134,95,42,23,56,None,3,3,None,None,None
991,Ellbögen,70307,70307,None,657,647,10,2013-09-28 22:00:00+00:00,105,268,148,54,17,22,31,None,1,1,None,None,None
992,Aschach an der Donau,40502,40502,None,1264,1232,32,2013-09-28 22:00:00+00:00,352,252,306,173,43,34,52,None,7,10,None,None,None
993,Raab,41414,41414,None,1260,1233,27,2013-09-28 22:00:00+00:00,199,356,414,104,49,29,61,None,8,8,None,None,None
994,St. Peter am Kammersberg,61425,61425,None,1193,1178,15,2013-09-28 22:00:00+00:00,356,299,291,49,62,33,74,None,2,7,None,None,None
995,Pettnau,70339,70339,None,474,466,8,2013-09-28 22:00:00+00:00,73,177,79,67,22,13,27,None,2,6,None,None,None
996,Winzendorf-Muthmannsdorf,32336,32336,None,1054,1031,23,2013-09-28 22:00:00+00:00,302,238,207,104,37,43,79,None,7,14,None,None,None
997,Obertrum am See,50327,50327,None,2560,2498,62,2013-09-28 22:00:00+00:00,332,884,512,419,78,121,122,None,23,7,None,None,None
998,Ernstbrunn,31203,31203,None,1891,1836,55,2013-09-28 22:00:00+00:00,364,767,371,131,28,57,96,None,10,12,None,None,None
999,Hart im Zillertal,70915,70915,None,659,653,6,2013-09-28 22:00:00+00:00,78,268,153,54,32,15,49,None,2,2,None,None,None
1000,Hardegg,31016,31016,None,910,876,34,2013-09-28 22:00:00+00:00,188,430,141,34,19,14,38,None,3,9,None,None,None
1001,Gramais,70812,70812,None,27,27,0,2013-09-28 22:00:00+00:00,1,23,1,2,0,0,0,None,0,0,None,None,None
1002,Wien,90001,90201,None,33185,32741,444,2013-09-28 22:00:00+00:00,10816,3642,5809,6911,644,2339,1220,None,387,834,None,None,None
1003,Großebersdorf,31614,31614,None,1388,1361,27,2013-09-28 22:00:00+00:00,308,451,310,98,46,51,79,None,6,12,None,None,None
1004,Pühret,41728,41728,None,358,344,14,2013-09-28 22:00:00+00:00,72,124,84,26,8,2,22,None,3,1,None,None,None
1005,Mötz,70211,70211,None,561,552,9,2013-09-28 22:00:00+00:00,92,183,103,89,25,14,41,None,3,2,None,None,None
1006,Eckartsau,30813,30813,None,686,673,13,2013-09-28 22:00:00+00:00,155,261,155,25,19,20,35,None,3,0,None,None,None
1007,Anif,50301,50301,None,1946,1902,44,2013-09-28 22:00:00+00:00,346,486,386,301,92,180,94,None,8,9,None,None,None
1008,Hohentauern,62010,62010,None,234,232,2,2013-09-28 22:00:00+00:00,77,45,56,13,7,5,24,None,1,3,None,None,None
1009,Kottes-Purk,32515,32515,None,996,970,26,2013-09-28 22:00:00+00:00,175,533,131,60,17,11,37,None,0,6,None,None,None
1010,Sellrain,70352,70352,None,658,646,12,2013-09-28 22:00:00+00:00,147,279,108,49,9,13,29,None,9,3,None,None,None
1011,Ebenau,50307,50307,None,778,762,16,2013-09-28 22:00:00+00:00,107,311,131,119,26,25,33,None,6,4,None,None,None
1012,Maria Taferl,31523,31523,None,567,563,4,2013-09-28 22:00:00+00:00,158,217,97,38,9,17,17,None,1,9,None,None,None
1013,Wagrain,50423,50423,None,1617,1570,47,2013-09-28 22:00:00+00:00,254,549,459,108,60,52,80,None,3,5,None,None,None
1014,Wängle,70835,70835,None,387,381,6,2013-09-28 22:00:00+00:00,60,183,69,29,13,8,18,None,1,0,None,None,None
1015,Pfaffstätt,40431,40431,None,503,483,20,2013-09-28 22:00:00+00:00,117,153,115,43,16,7,25,None,5,2,None,None,None
1016,Neufelden,41321,41321,None,670,659,11,2013-09-28 22:00:00+00:00,124,271,92,103,9,22,23,None,5,3,None,None,None
1017,Frankenfels,31906,31906,None,1336,1282,54,2013-09-28 22:00:00+00:00,324,601,206,62,27,23,25,None,8,6,None,None,None
1018,Katzelsdorf,32313,32313,None,1920,1877,43,2013-09-28 22:00:00+00:00,430,469,380,246,74,123,127,None,12,16,None,None,None
1019,Götzendorf an der Leitha,30709,30709,None,1173,1151,22,2013-09-28 22:00:00+00:00,411,268,207,94,26,48,75,None,17,5,None,None,None
1020,Dellach im Drautal,20604,20604,None,911,881,30,2013-09-28 22:00:00+00:00,286,179,123,107,83,30,62,None,7,4,None,None,None
1021,Felixdorf,32307,32307,None,2308,2264,44,2013-09-28 22:00:00+00:00,909,375,508,179,53,85,125,None,17,13,None,None,None
1022,Amlach,70703,70703,None,192,190,2,2013-09-28 22:00:00+00:00,36,72,39,18,7,4,14,None,0,0,None,None,None
1023,Walchsee,70529,70529,None,833,824,9,2013-09-28 22:00:00+00:00,66,323,232,66,27,33,65,None,6,6,None,None,None
1024,Fließ,70604,70604,None,1545,1531,14,2013-09-28 22:00:00+00:00,436,612,272,114,13,22,47,None,9,6,None,None,None
1025,Faggen,70601,70601,None,166,165,1,2013-09-28 22:00:00+00:00,23,89,30,11,1,2,8,None,1,0,None,None,None
1026,Bocksdorf,10401,10401,None,537,524,13,2013-09-28 22:00:00+00:00,218,120,92,17,11,9,55,None,1,1,None,None,None
1027,St. Georgen am Ybbsfelde,30527,30527,None,1659,1613,46,2013-09-28 22:00:00+00:00,350,605,353,116,44,52,70,None,11,12,None,None,None
1028,Hausbrunn,31620,31620,None,560,552,8,2013-09-28 22:00:00+00:00,256,136,107,14,6,6,15,None,3,9,None,None,None
1029,Afritz am See,20701,20701,None,850,842,8,2013-09-28 22:00:00+00:00,291,84,220,79,84,22,52,None,5,5,None,None,None
1030,Zell an der Pram,41430,41430,None,1064,1033,31,2013-09-28 22:00:00+00:00,122,403,227,112,51,37,60,None,8,7,None,None,None
1031,Wolfpassing,32018,32018,None,948,940,8,2013-09-28 22:00:00+00:00,115,473,161,96,36,24,32,None,1,2,None,None,None
1032,Melk,31524,31524,None,2902,2849,53,2013-09-28 22:00:00+00:00,632,946,548,376,78,128,106,None,24,11,None,None,None
1033,Niederkappel,41322,41322,None,628,593,35,2013-09-28 22:00:00+00:00,96,293,106,24,15,24,26,None,1,5,None,None,None
1034,Wagna,61045,61045,None,2899,2859,40,2013-09-28 22:00:00+00:00,1033,402,747,202,103,80,262,None,13,15,None,None,None
1035,St. Georgen am Walde,41119,41119,None,1295,1249,46,2013-09-28 22:00:00+00:00,425,416,231,55,29,25,39,None,10,7,None,None,None
1036,Atzbach,41704,41704,None,716,695,21,2013-09-28 22:00:00+00:00,79,292,163,67,31,16,34,None,3,2,None,None,None
1037,Halbturn,10708,10708,None,1268,1237,31,2013-09-28 22:00:00+00:00,370,529,185,66,12,18,45,None,5,5,None,None,None
1038,Bad Erlach,32306,32306,None,1735,1710,25,2013-09-28 22:00:00+00:00,395,678,346,92,52,42,89,None,5,11,None,None,None
1039,Gralla,61012,61012,None,1164,1152,12,2013-09-28 22:00:00+00:00,392,150,363,56,37,29,109,None,6,10,None,None,None
1040,St. Aegyd am Neuwalde,31411,31411,None,1235,1192,43,2013-09-28 22:00:00+00:00,565,299,162,66,30,11,43,None,7,9,None,None,None
1041,Eisenstadt,10101,10101,None,7378,7229,149,2013-09-28 22:00:00+00:00,1699,2421,1084,888,155,434,419,None,54,47,None,None,None
1042,Strengberg,30534,30534,None,1195,1156,39,2013-09-28 22:00:00+00:00,284,504,158,86,35,35,42,None,8,4,None,None,None
1043,Michelhausen,32120,32120,None,1556,1511,45,2013-09-28 22:00:00+00:00,283,677,251,107,43,62,69,None,12,7,None,None,None
1044,Weißenbach am Lech,70836,70836,None,492,489,3,2013-09-28 22:00:00+00:00,136,130,126,30,15,19,26,None,4,3,None,None,None
1045,Unterperfuss,70361,70361,None,80,80,0,2013-09-28 22:00:00+00:00,11,38,15,7,4,0,3,None,2,0,None,None,None
1046,Blindenmarkt,31505,31505,None,1407,1365,42,2013-09-28 22:00:00+00:00,281,391,373,104,52,58,76,None,8,22,None,None,None
1047,Seeboden am Millstätter See,20634,20634,None,3169,3099,70,2013-09-28 22:00:00+00:00,666,501,659,361,350,251,276,None,22,13,None,None,None
1048,Kirchschlag in der Buckligen Welt,32314,32314,None,1846,1785,61,2013-09-28 22:00:00+00:00,260,880,340,95,59,57,75,None,10,9,None,None,None
1049,Berndorf,30605,30605,None,4386,4282,104,2013-09-28 22:00:00+00:00,1575,676,1016,374,99,194,251,None,53,44,None,None,None
1050,Dünserberg,80403,80403,None,72,70,2,2013-09-28 22:00:00+00:00,3,37,11,10,0,6,1,None,0,0,None,None,None
1051,Pottendorf,30626,30626,None,3483,3419,64,2013-09-28 22:00:00+00:00,1203,579,928,240,84,96,225,None,29,35,None,None,None
1052,Metnitz,20518,20518,None,1233,1201,32,2013-09-28 22:00:00+00:00,266,333,257,57,197,24,52,None,3,12,None,None,None
1053,Edelsbach bei Feldbach,62311,62311,None,830,812,18,2013-09-28 22:00:00+00:00,153,283,171,41,23,37,88,None,4,9,None,None,None
1054,Hargelsberg,41006,41006,None,795,777,18,2013-09-28 22:00:00+00:00,188,240,159,78,21,28,55,None,4,2,None,None,None
1055,Mannersdorf am Leithagebirge,30716,30716,None,2217,2175,42,2013-09-28 22:00:00+00:00,1039,332,385,163,39,69,111,None,27,10,None,None,None
1056,Neutal,10814,10814,None,764,740,24,2013-09-28 22:00:00+00:00,463,118,73,21,12,10,39,None,3,1,None,None,None
1057,St. Andrä-Wördern,32142,32142,None,4193,4122,71,2013-09-28 22:00:00+00:00,1091,870,763,692,131,284,228,None,36,27,None,None,None
1058,Gnesau,21004,21004,None,589,569,20,2013-09-28 22:00:00+00:00,137,104,133,50,66,20,55,None,3,1,None,None,None
1059,St. Stefan am Walde,41335,41335,None,542,523,19,2013-09-28 22:00:00+00:00,98,239,70,61,13,4,20,None,5,5,None,None,None
1060,Neukirchen bei Lambach,41813,41813,None,511,497,14,2013-09-28 22:00:00+00:00,89,193,102,30,33,23,16,None,2,8,None,None,None
1061,Grimmenstein,31812,31812,None,825,802,23,2013-09-28 22:00:00+00:00,234,311,126,43,22,16,38,None,7,5,None,None,None
1062,Lend,50608,50608,None,839,820,19,2013-09-28 22:00:00+00:00,352,142,185,48,20,14,48,None,5,6,None,None,None
1063,Brixlegg,70506,70506,None,1352,1338,14,2013-09-28 22:00:00+00:00,243,420,294,171,38,65,83,None,13,11,None,None,None
1064,Lohnsburg am Kobernaußerwald,41213,41213,None,1258,1216,42,2013-09-28 22:00:00+00:00,182,460,326,87,50,36,52,None,10,3,None,None,None
1065,Ampflwang im Hausruckwald,41701,41701,None,2003,1942,61,2013-09-28 22:00:00+00:00,826,283,475,127,71,40,80,None,16,9,None,None,None
1066,Wullersdorf,31051,31051,None,1526,1481,45,2013-09-28 22:00:00+00:00,337,636,264,76,36,46,58,None,14,14,None,None,None
1067,Straßburg,20530,20530,None,1158,1131,27,2013-09-28 22:00:00+00:00,241,267,312,52,188,21,40,None,6,4,None,None,None
1068,Weißensee,20639,20639,None,436,429,7,2013-09-28 22:00:00+00:00,69,144,57,51,35,32,36,None,1,4,None,None,None
1069,Fresach,20712,20712,None,776,760,16,2013-09-28 22:00:00+00:00,243,86,227,60,75,20,43,None,3,3,None,None,None
1070,Lebring-Sankt Margarethen,61021,61021,None,1092,1078,14,2013-09-28 22:00:00+00:00,279,296,231,69,40,34,109,None,3,14,None,None,None
1071,Plainfeld,50328,50328,None,653,638,15,2013-09-28 22:00:00+00:00,80,219,150,84,23,26,48,None,6,2,None,None,None
1072,Straß im Straßertale,31346,31346,None,984,965,19,2013-09-28 22:00:00+00:00,201,407,144,87,27,49,36,None,9,5,None,None,None
1073,Weichselbaum,10510,10510,None,489,469,20,2013-09-28 22:00:00+00:00,135,168,89,24,4,4,40,None,2,2,None,None,None
1074,Stumm,70931,70931,None,796,788,8,2013-09-28 22:00:00+00:00,159,312,134,71,20,20,66,None,4,2,None,None,None
1075,Gaspoltshofen,40806,40806,None,1923,1856,67,2013-09-28 22:00:00+00:00,399,517,554,188,57,33,61,None,21,13,None,None,None
1076,Andorf,41402,41402,None,3020,2953,67,2013-09-28 22:00:00+00:00,781,769,850,208,113,62,122,None,17,12,None,None,None
1077,Kauns,70612,70612,None,202,199,3,2013-09-28 22:00:00+00:00,18,121,20,24,3,0,7,None,6,0,None,None,None
1078,Reinsberg,32010,32010,None,677,643,34,2013-09-28 22:00:00+00:00,83,347,120,43,11,12,19,None,3,5,None,None,None
1079,Pinsdorf,40714,40714,None,2072,2018,54,2013-09-28 22:00:00+00:00,643,323,510,249,86,71,101,None,16,13,None,None,None
1080,Tumeltsham,41232,41232,None,851,822,29,2013-09-28 22:00:00+00:00,97,235,259,119,40,27,33,None,6,2,None,None,None
1081,St. Leonhard bei Freistadt,40617,40617,None,931,895,36,2013-09-28 22:00:00+00:00,235,351,161,47,18,19,43,None,6,8,None,None,None
1082,Niklasdorf,61110,61110,None,1401,1392,9,2013-09-28 22:00:00+00:00,554,145,400,79,52,28,92,None,10,32,None,None,None
1083,St. Pölten,30201,30201,None,26891,26380,511,2013-09-28 22:00:00+00:00,9881,5210,4939,2867,679,1162,1118,None,227,297,None,None,None
1084,Namlos,70823,70823,None,47,46,1,2013-09-28 22:00:00+00:00,6,30,1,2,6,0,1,None,0,0,None,None,None
1085,Thomasberg,31840,31840,None,800,771,29,2013-09-28 22:00:00+00:00,183,314,162,31,14,20,41,None,2,4,None,None,None
1086,Unterweißenbach,40621,40621,None,1399,1341,58,2013-09-28 22:00:00+00:00,282,541,355,68,23,15,42,None,5,4,None,None,None
1087,Gerlosberg,70913,70913,None,203,203,0,2013-09-28 22:00:00+00:00,16,106,49,6,9,1,15,None,0,1,None,None,None
1088,Emmersdorf an der Donau,31553,31553,None,1047,1023,24,2013-09-28 22:00:00+00:00,277,365,158,101,22,38,43,None,13,6,None,None,None
1089,Pötting,40820,40820,None,349,344,5,2013-09-28 22:00:00+00:00,37,213,45,26,7,2,11,None,3,0,None,None,None
1090,Saalfelden am Steinernen Meer,50619,50619,None,7736,7532,204,2013-09-28 22:00:00+00:00,2290,1448,1802,913,262,322,415,None,49,31,None,None,None
1091,Pram,40822,40822,None,1016,984,32,2013-09-28 22:00:00+00:00,215,256,282,101,40,24,40,None,12,6,None,None,None
1092,Haibach ob der Donau,40505,40505,None,808,783,25,2013-09-28 22:00:00+00:00,189,299,123,91,23,12,35,None,5,4,None,None,None
1093,Oberwaltersdorf,30623,30623,None,2171,2142,29,2013-09-28 22:00:00+00:00,615,425,406,208,56,141,255,None,14,22,None,None,None
1094,Moosburg,20421,20421,None,2379,2329,50,2013-09-28 22:00:00+00:00,664,451,380,316,253,80,146,None,21,18,None,None,None
1095,Sittersdorf,20815,20815,None,1142,1117,25,2013-09-28 22:00:00+00:00,415,172,181,117,96,36,82,None,12,6,None,None,None
1096,Frauenkirchen,10705,10705,None,1828,1775,53,2013-09-28 22:00:00+00:00,805,365,312,93,34,55,85,None,9,9,None,None,None
1097,Schwarzenberg am Böhmerwald,41341,41341,None,356,346,10,2013-09-28 22:00:00+00:00,71,144,91,14,10,4,12,None,0,0,None,None,None
1098,Trebesing,20638,20638,None,681,671,10,2013-09-28 22:00:00+00:00,168,178,143,44,63,31,38,None,3,3,None,None,None
1099,Spittal an der Drau,20635,20635,None,7633,7502,131,2013-09-28 22:00:00+00:00,2325,870,1380,772,669,516,882,None,50,38,None,None,None
1100,Wald im Pinzgau,50626,50626,None,576,567,9,2013-09-28 22:00:00+00:00,150,205,129,31,17,10,24,None,1,0,None,None,None
1101,Böheimkirchen,31903,31903,None,2964,2886,78,2013-09-28 22:00:00+00:00,803,869,524,303,83,110,147,None,31,16,None,None,None
1102,Pilsbach,41724,41724,None,411,401,10,2013-09-28 22:00:00+00:00,102,150,56,37,11,24,11,None,4,0,None,None,None
1103,Mönchhof,10712,10712,None,1371,1341,30,2013-09-28 22:00:00+00:00,392,489,263,72,12,30,63,None,9,7,None,None,None
1104,Windischgarsten,40923,40923,None,1250,1226,24,2013-09-28 22:00:00+00:00,371,266,280,122,58,47,63,None,11,2,None,None,None
1105,Tieschen,62368,62368,None,812,795,17,2013-09-28 22:00:00+00:00,185,260,159,33,36,19,87,None,5,11,None,None,None
1106,Silbertal,80123,80123,None,446,440,6,2013-09-28 22:00:00+00:00,74,140,130,19,19,37,14,None,1,0,None,None,None
1107,Lavamünd,20909,20909,None,1704,1672,32,2013-09-28 22:00:00+00:00,674,255,360,70,162,15,118,None,7,11,None,None,None
1108,Geiersberg,41206,41206,None,304,295,9,2013-09-28 22:00:00+00:00,52,97,69,39,12,3,15,None,4,3,None,None,None
1109,Wildendürnbach,31653,31653,None,1001,978,23,2013-09-28 22:00:00+00:00,149,522,174,37,20,24,45,None,4,3,None,None,None
1110,Eberndorf,20803,20803,None,3178,3104,74,2013-09-28 22:00:00+00:00,1308,416,478,280,323,61,206,None,16,16,None,None,None
1111,Wien,90001,90101,None,6171,6105,66,2013-09-28 22:00:00+00:00,1187,1677,631,1021,142,1007,300,None,42,84,None,None,None
1112,Maria Saal,20418,20418,None,2173,2136,37,2013-09-28 22:00:00+00:00,598,368,332,338,263,87,135,None,8,7,None,None,None
1113,Mariasdorf,10911,10911,None,754,737,17,2013-09-28 22:00:00+00:00,298,159,184,35,20,10,25,None,0,5,None,None,None
1114,Waldhausen,32529,32529,None,805,791,14,2013-09-28 22:00:00+00:00,143,402,117,46,18,16,39,None,7,3,None,None,None
