gkz	name	wahlberechtigte	abgegeben	gueltig	spoe	oevp	fpoe	bzoe	gruene	frank	neos	kpoe	pirat	cpoe	wandl	m	euaus	slp	winner
G20999	Wahlkarten - Wolfsberg	0	2558	2511	857	451	342	208	354	184	70	22	23	0	0	0	0	0	spoe
G21099	Wahlkarten - Feldkirchen	0	1858	1836	498	355	267	182	346	111	51	13	13	0	0	0	0	0	spoe
G2A099	Wahlkarten - Klagenfurt	0	316	307	50	47	34	26	85	13	40	8	4	0	0	0	0	0	gruene
G2B099	Wahlkarten - Villach	0	253	253	48	30	31	30	70	10	26	5	3	0	0	0	0	0	gruene
G2C099	Wahlkarten - Kärnten West	0	276	273	43	56	27	19	73	13	32	5	5	0	0	0	0	0	gruene
G2D099	Wahlkarten - Kärnten Ost	0	246	244	58	33	26	30	57	10	26	4	0	0	0	0	0	0	spoe
G30199	Wahlkarten - Krems an der Donau (Stadt)	0	1426	1406	345	447	168	25	255	59	84	17	6	0	0	0	0	0	oevp
G30299	Wahlkarten - Sankt Pölten (Stadt)	0	3186	3147	1209	685	353	72	515	136	133	22	22	0	0	0	0	0	spoe
G30399	Wahlkarten - Waidhofen an der Ybbs (Stadt)	0	876	859	196	270	92	40	164	40	49	4	4	0	0	0	0	0	oevp
G30499	Wahlkarten - Wiener Neustadt (Stadt)	0	2073	2049	657	477	301	42	308	108	105	23	28	0	0	0	0	0	spoe
G30599	Wahlkarten - Amstetten	0	6854	6741	1810	2274	755	169	1085	273	263	45	67	0	0	0	0	0	oevp
G30699	Wahlkarten - Baden	0	7536	7432	1984	1898	1044	229	1135	512	500	70	60	0	0	0	0	0	spoe
G30799	Wahlkarten - Bruck an der Leitha	0	2221	2186	679	653	346	46	239	107	78	20	18	0	0	0	0	0	spoe
G30899	Wahlkarten - Gänserndorf	0	5292	5227	1677	1507	887	102	540	250	169	58	37	0	0	0	0	0	spoe
G30999	Wahlkarten - Gmünd	0	3021	2967	1001	1026	357	50	294	104	90	19	26	0	0	0	0	0	oevp
G31099	Wahlkarten - Hollabrunn	0	2944	2902	724	1247	353	44	281	122	100	15	16	0	0	0	0	0	oevp
G31199	Wahlkarten - Horn	0	2435	2388	527	1037	282	49	303	79	87	14	10	0	0	0	0	0	oevp
G31299	Wahlkarten - Korneuburg	0	4885	4800	1136	1545	682	119	720	221	293	51	33	0	0	0	0	0	oevp
G31399	Wahlkarten - Krems (Land)	0	3410	3343	712	1271	420	84	502	137	150	39	28	0	0	0	0	0	oevp
G31499	Wahlkarten - Lilienfeld	0	1791	1762	571	570	203	40	211	94	47	15	11	0	0	0	0	0	spoe
G31599	Wahlkarten - Melk	0	5614	5516	1462	2075	756	100	644	219	184	29	47	0	0	0	0	0	oevp
G31699	Wahlkarten - Mistelbach	0	4490	4412	957	1801	594	85	548	184	173	33	37	0	0	0	0	0	oevp
G31799	Wahlkarten - Mödling	0	8511	8395	1710	2673	881	209	1615	393	769	80	65	0	0	0	0	0	oevp
G31899	Wahlkarten - Neunkirchen	0	4896	4812	1471	1517	702	104	552	221	195	24	26	0	0	0	0	0	oevp
G31999	Wahlkarten - Sankt Pölten (Land)	0	5713	5630	1493	1764	707	112	923	250	288	45	48	0	0	0	0	0	oevp
G32099	Wahlkarten - Scheibbs	0	2605	2556	621	993	257	71	377	108	75	23	31	0	0	0	0	0	oevp
G32199	Wahlkarten - Tulln	0	4228	4160	976	1376	570	100	652	205	200	42	39	0	0	0	0	0	oevp
G32299	Wahlkarten - Waidhofen an der Thaya	0	2060	2025	365	871	289	42	253	87	81	14	23	0	0	0	0	0	oevp
G32399	Wahlkarten - Wiener Neustadt (Land)	0	3766	3686	1164	1066	569	98	414	198	121	30	26	0	0	0	0	0	spoe
G32499	Wahlkarten - Wien-Umgebung	0	7400	7238	1957	1858	1006	186	1233	323	537	75	63	0	0	0	0	0	spoe
G32599	Wahlkarten - Zwettl	0	2675	2616	442	1283	324	46	308	90	89	17	17	0	0	0	0	0	oevp
G3A099	Wahlkarten - Weinviertel	0	766	755	167	171	154	20	133	28	62	11	9	0	0	0	0	0	oevp
G3B099	Wahlkarten - Waldviertel	0	503	494	82	120	72	19	113	20	56	6	6	0	0	0	0	0	oevp
G3C099	Wahlkarten - Mostviertel	0	456	447	83	111	55	19	114	12	42	10	1	0	0	0	0	0	gruene
G3D099	Wahlkarten - Niederösterreich Mitte	0	514	506	102	120	64	25	108	26	46	4	11	0	0	0	0	0	oevp
G3E099	Wahlkarten - Niederösterreich Süd	0	365	362	77	72	66	22	55	25	34	6	5	0	0	0	0	0	spoe
G3F099	Wahlkarten - Wien Umgebung	0	1051	1041	222	227	134	41	220	58	118	12	9	0	0	0	0	0	oevp
G3G099	Wahlkarten - Süd-Ost	0	436	431	88	95	63	18	83	25	53	3	3	0	0	0	0	0	oevp
G40199	Wahlkarten - Linz (Stadt	0	13226	13002	3667	2610	1683	292	3152	489	719	189	128	35	38	0	0	0	spoe
G40299	Wahlkarten - Steyr (Stadt)	0	1970	1928	639	394	238	42	411	84	86	15	5	3	11	0	0	0	spoe
G40399	Wahlkarten - Wels (Stadt)	0	2882	2842	821	546	492	69	603	131	124	24	20	6	6	0	0	0	spoe
G40499	Wahlkarten - Braunau am Inn	0	5346	5228	1432	1259	924	187	827	285	186	41	53	19	15	0	0	0	spoe
G40599	Wahlkarten - Eferding	0	1664	1627	415	487	249	41	279	79	46	7	17	5	2	0	0	0	oevp
G40699	Wahlkarten - Freistadt	0	3866	3767	878	1157	489	102	759	159	116	33	54	7	13	0	0	0	oevp
G40799	Wahlkarten - Gmunden	0	7167	6985	1790	1773	881	198	1415	356	362	76	77	35	22	0	0	0	spoe
G40899	Wahlkarten - Grieskirchen	0	4059	3916	806	1215	674	126	685	179	141	29	32	17	12	0	0	0	oevp
G40999	Wahlkarten - Kirchdorf an der Krems	0	3343	3278	749	900	518	106	596	184	126	26	34	20	19	0	0	0	oevp
G41099	Wahlkarten - Linz-Land	0	8475	8325	2523	1910	1201	204	1530	396	396	63	62	22	18	0	0	0	spoe
G41199	Wahlkarten - Perg	0	4051	3976	1131	1179	530	76	672	187	107	25	32	34	3	0	0	0	oevp
G41299	Wahlkarten - Ried im Innkreis	0	3918	3810	711	1195	749	127	617	165	147	28	38	17	16	0	0	0	oevp
G41399	Wahlkarten - Rohrbach	0	3462	3378	633	1305	424	72	595	159	92	31	44	17	6	0	0	0	oevp
G41499	Wahlkarten - Schärding	0	3736	3668	717	1229	642	157	566	174	85	18	30	23	27	0	0	0	oevp
G41599	Wahlkarten - Steyr-Land	0	4134	4033	1041	1096	518	159	747	228	153	25	30	22	14	0	0	0	oevp
G41699	Wahlkarten - Urfahr-Umgebung	0	6420	6275	1369	1818	695	163	1465	289	327	60	60	14	15	0	0	0	oevp
G41799	Wahlkarten - Vöcklabruck	0	8208	8020	1818	2286	1182	215	1627	370	347	56	76	31	12	0	0	0	oevp
G41899	Wahlkarten - Wels-Land	0	4652	4553	1073	1138	894	125	753	279	178	32	51	19	11	0	0	0	oevp
G4A099	Wahlkarten Linz und Umgebung	0	1225	1205	216	266	134	41	347	46	108	20	22	2	3	0	0	0	gruene
G4B099	Wahlkarten - Innviertel	0	377	371	41	78	53	17	121	15	33	4	7	1	1	0	0	0	gruene
G4C099	Wahlkarten - Hausruckviertel	0	700	684	93	159	81	34	206	15	67	12	15	0	2	0	0	0	gruene
G4D099	Wahlkarten - Traunviertel	0	625	620	88	119	73	27	186	31	67	12	14	1	2	0	0	0	gruene
G4E099	Wahlkarten - Mühlviertel	0	659	650	96	139	88	12	205	29	51	13	15	0	2	0	0	0	gruene
G50199	Wahlkarten - Salzburg (Stadt)	0	9574	9460	1952	2451	1018	231	2619	385	616	114	74	0	0	0	0	0	gruene
G50299	Wahlkarten - Hallein	0	3217	3163	722	891	381	81	776	110	160	21	21	0	0	0	0	0	oevp
G50399	Wahlkarten - Salzburg-Umgebung	0	8616	8475	1549	2551	1081	227	2052	448	469	45	53	0	0	0	0	0	oevp
G50499	Wahlkarten - Sankt Johann im Pongau	0	4898	4814	1246	1464	785	115	698	232	231	16	27	0	0	0	0	0	oevp
G50599	Wahlkarten - Tamsweg	0	1815	1791	330	676	321	47	249	87	68	4	9	0	0	0	0	0	oevp
G50699	Wahlkarten - Zell am See	0	5322	5227	1347	1491	794	117	883	311	214	27	43	0	0	0	0	0	oevp
G5A099	Wahlkarten - Salzburg Stadt	0	417	413	48	96	37	14	137	17	55	5	4	0	0	0	0	0	gruene
G5B099	Wahlkarten - Flachgau/Tennengau	0	420	411	56	83	55	18	133	17	35	10	4	0	0	0	0	0	gruene
G5C099	Wahlkarten - Lungau/Pinzgau/Pongau	0	310	305	39	85	40	11	65	17	41	3	4	0	0	0	0	0	oevp
G60199	Wahlkarten - Graz	0	22414	22233	3447	4853	2703	687	6354	1462	1659	656	350	62	0	0	0	0	gruene
G60399	Wahlkarten - Deutschlandsberg	0	4175	4114	999	1010	756	144	499	443	159	53	24	27	0	0	0	0	oevp
G60699	Wahlkarten - Graz-Umgebung	0	10142	10019	2114	2039	1903	362	1702	1055	506	213	96	29	0	0	0	0	spoe
G61099	Wahlkarten - Leibnitz	0	4617	4608	1057	1182	922	192	495	514	154	39	34	19	0	0	0	0	oevp
G61199	Wahlkarten - Leoben	0	4561	4519	1628	660	814	136	537	338	209	160	32	5	0	0	0	0	spoe
G61299	Wahlkarten - Liezen	0	5874	5766	1546	1342	983	214	802	474	260	83	43	19	0	0	0	0	spoe
G61499	Wahlkarten - Murau	0	2372	2336	437	646	432	150	299	244	78	30	14	6	0	0	0	0	oevp
G61699	Wahlkarten - Voitsberg	0	3376	3314	1004	590	653	105	362	392	107	64	29	8	0	0	0	0	spoe
G61799	Wahlkarten - Weiz	0	5117	5052	976	1156	820	168	839	764	185	88	34	22	0	0	0	0	oevp
G62099	Wahlkarten - Murtal	0	5492	5436	1747	1098	921	229	605	494	157	134	44	7	0	0	0	0	spoe
G62199	Wahlkarten - Bruck-Mürzzuschlag	0	7917	7819	2751	1275	1453	212	1019	624	237	187	41	20	0	0	0	0	spoe
G62299	Wahlkarten - Hartberg-Fürstenfeld	0	4809	4726	762	1493	808	163	650	524	206	47	41	32	0	0	0	0	oevp
G62399	Wahlkarten - Südoststeiermark	0	5379	5299	834	1755	981	180	591	637	202	57	36	26	0	0	0	0	oevp
G6A099	Wahlkarten - Graz und Umgebung	0	1664	1643	217	325	166	71	535	84	185	24	36	0	0	0	0	0	gruene
G6B099	Wahlkarten - Oststeiermark	0	366	358	58	76	52	14	72	30	40	10	2	4	0	0	0	0	oevp
G6C099	Wahlkarten - Weststeiermark	0	239	233	32	46	47	17	36	23	19	7	3	3	0	0	0	0	fpoe
G6D099	Wahlkarten - Obersteiermark	0	777	769	154	173	114	39	149	58	61	15	5	1	0	0	0	0	oevp
G70199	Wahlkarten - Innsbruck (Stadt)	0	8096	8013	1183	2093	742	110	2745	259	721	108	52	0	0	0	0	0	gruene
G70299	Wahlkarten - Imst	0	2246	2217	368	776	351	65	434	97	103	12	11	0	0	0	0	0	oevp
G70399	Wahlkarten - Innsbruck-Land	0	9258	9160	1510	2749	1167	221	2381	392	605	70	65	0	0	0	0	0	oevp
G70499	Wahlkarten - Kitzbühel	0	3202	3167	485	1175	364	68	655	185	196	17	22	0	0	0	0	0	oevp
G70599	Wahlkarten - Kufstein	0	4178	4144	718	1326	598	101	870	254	220	17	40	0	0	0	0	0	oevp
G70699	Wahlkarten - Landeck	0	1724	1709	311	756	195	42	260	54	70	8	13	0	0	0	0	0	oevp
G70799	Wahlkarten - Lienz	0	2357	2321	396	799	303	69	477	89	154	15	19	0	0	0	0	0	oevp
G70899	Wahlkarten - Reutte	0	1589	1570	262	623	197	30	295	66	69	7	21	0	0	0	0	0	oevp
G70999	Wahlkarten - Schwaz	0	3615	3575	642	1274	511	98	622	205	166	23	34	0	0	0	0	0	oevp
G7A099	Wahlkarten - Innsbruck	0	396	389	29	80	27	14	135	8	79	9	8	0	0	0	0	0	gruene
G7B099	Wahlkarten - Innsbruck-Land	0	276	271	40	57	29	7	91	8	35	2	2	0	0	0	0	0	gruene
G7C099	Wahlkarten - Unterland	0	182	182	22	57	17	10	53	6	16	1	0	0	0	0	0	0	oevp
G7D099	Wahlkarten - Oberland	0	139	137	11	41	13	6	41	5	15	3	2	0	0	0	0	0	tie
G7E099	Wahlkarten - Osttirol	0	145	143	22	32	16	5	44	2	17	0	5	0	0	0	0	0	gruene
G80199	Wahlkarten - Bludenz	0	4011	3966	594	1141	568	80	727	201	539	18	41	30	0	11	16	0	oevp
G80299	Wahlkarten - Bregenz	0	7549	7483	770	2359	1041	104	1829	346	838	40	66	36	0	26	28	0	oevp
G80399	Wahlkarten - Dornbirn	0	4793	4747	480	1230	740	92	1248	215	609	28	41	31	0	13	20	0	gruene
G80499	Wahlkarten - Feldkirch	0	5749	5681	575	1475	703	106	1684	283	677	45	52	44	0	21	16	0	gruene
G8A099	Wahlkarten - Vorarlberg Nord	0	381	379	27	65	20	6	155	9	74	11	6	4	0	2	0	0	gruene
G8B099	Wahlkarten - Vorarlberg Süd	0	285	280	14	42	17	3	116	11	67	1	6	1	0	0	2	0	gruene
G90199	Wahlkarten - Wien  1.,Innere Stadt	0	2493	2477	395	902	165	64	453	125	336	22	12	0	3	0	0	0	oevp
G90299	Wahlkarten - Wien  2.,Leopoldstadt	0	6773	6697	1797	999	769	117	2010	214	543	138	74	0	26	0	0	10	gruene
G90399	Wahlkarten - Wien  3.,Landstraße	0	7754	7679	1833	1655	775	154	1995	281	770	124	72	0	12	0	0	8	gruene
G90499	Wahlkarten - Wien  4.,Wieden	0	3266	3238	609	834	231	53	946	109	374	50	20	0	6	0	0	6	gruene
G90599	Wahlkarten - Wien  5.,Margareten	0	3811	3776	900	628	428	58	1147	102	375	84	42	0	6	0	0	6	gruene
G90699	Wahlkarten - Wien  6.,Mariahilf	0	2907	2867	537	565	219	39	977	86	345	63	26	0	8	0	0	2	gruene
G90799	Wahlkarten - Wien  7.,Neubau	0	3118	3087	551	588	220	50	1105	81	383	68	28	0	9	0	0	4	gruene
G90899	Wahlkarten - Wien  8.,Josefstadt	0	2661	2644	460	655	166	45	825	68	335	54	31	0	5	0	0	0	gruene
G90999	Wahlkarten - Wien  9.,Alsergrund	0	4168	4129	768	909	352	71	1266	110	524	74	37	0	14	0	0	4	gruene
G91099	Wahlkarten - Wien 10.,Favoriten	0	9837	9717	3852	1305	2066	192	1242	438	376	149	72	0	18	0	0	7	spoe
G91199	Wahlkarten - Wien 11.,Simmering	0	4922	4863	2064	571	1057	88	529	222	209	68	43	0	9	0	0	3	spoe
G91299	Wahlkarten - Wien 12.,Meidling	0	5596	5521	1756	922	874	124	1087	183	369	116	59	0	19	0	0	12	spoe
G91399	Wahlkarten - Wien 13.,Hietzing	0	5393	5362	1190	1723	556	118	891	203	579	57	37	0	6	0	0	2	oevp
G91499	Wahlkarten - Wien 14.,Penzing	0	7143	7055	1951	1466	1018	171	1454	268	521	120	57	0	22	0	0	7	spoe
G91599	Wahlkarten - Wien 15.,Rudolfsheim-Fünfhaus	0	4465	4424	1265	627	584	83	1281	139	300	79	43	0	16	0	0	7	gruene
G91699	Wahlkarten - Wien 16.,Ottakring	0	6304	6238	1790	992	931	123	1565	206	425	102	72	0	24	0	0	8	spoe
G91799	Wahlkarten - Wien 17.,Hernals	0	4127	4074	960	897	472	102	1024	141	353	73	36	0	13	0	0	3	gruene
G91899	Wahlkarten - Wien 18.,Währing	0	4866	4804	785	1449	413	97	1255	136	551	64	41	0	8	0	0	5	oevp
G91999	Wahlkarten - Wien 19.,Döbling	0	6358	6300	1418	1925	668	115	1064	249	722	66	58	0	13	0	0	2	oevp
G92099	Wahlkarten - Wien 20.,Brigittenau	0	4805	4751	1671	645	764	75	1006	169	276	78	48	0	13	0	0	6	spoe
G92199	Wahlkarten - Wien 21.,Floridsdorf	0	8414	8311	3292	1207	1589	184	1067	358	394	119	81	0	14	0	0	6	spoe
G92299	Wahlkarten - Wien 22.,Donaustadt	0	9605	9460	3596	1282	1774	201	1382	444	539	145	67	0	22	0	0	8	spoe
G92399	Wahlkarten - Wien 23.,Liesing	0	7117	7031	2401	1431	1087	153	1074	300	461	77	37	0	9	0	0	1	spoe
G9A099	Wahlkarten - Wien Innen-Süd	0	2054	2038	414	454	231	59	492	54	268	40	23	0	1	0	0	2	gruene
G9B099	Wahlkarten - Wien Innen-West	0	2309	2285	342	594	185	79	633	59	323	38	26	0	5	0	0	1	gruene
G9C099	Wahlkarten - Wien Innen-Ost	0	1626	1606	380	271	200	51	424	57	164	31	17	0	9	0	0	2	gruene
G9D099	Wahlkarten - Wien Süd	0	2653	2616	849	471	474	73	372	117	187	47	21	0	3	0	0	2	spoe
G9E099	Wahlkarten - Wien Süd-West	0	2555	2519	615	511	358	98	559	82	246	25	19	0	5	0	0	1	spoe
G9F099	Wahlkarten - Wien Nord-West	0	2682	2652	517	587	343	81	675	90	281	51	22	0	4	0	0	1	gruene
G9G099	Wahlkarten - Wien Nord	0	1730	1711	593	264	337	42	246	69	116	20	19	0	3	0	0	2	spoe
G10100	Eisenstadt (Stadt)	10407	8200	8037	1868	2744	1157	165	1025	446	489	53	62	28	0	0	0	0	oevp
G10200	Rust (Stadt)	1554	1275	1251	486	282	259	20	78	80	35	6	3	2	0	0	0	0	spoe
G10300	Eisenstadt-Umgebung	33380	28128	27519	10576	6882	4554	607	2067	1631	853	149	144	56	0	0	0	0	spoe
G10400	Güssing	21803	18132	17786	6423	5598	2676	320	952	1281	375	71	53	37	0	0	0	0	spoe
G10500	Jennersdorf	14705	11884	11614	3641	3094	2407	271	816	973	259	60	58	35	0	0	0	0	spoe
G10600	Mattersburg	31166	25581	25039	10181	5417	4491	553	1857	1427	792	134	130	57	0	0	0	0	spoe
G10700	Neusiedel am See	44660	36612	35781	13015	9546	6924	643	2348	1695	1131	206	187	86	0	0	0	0	spoe
G10800	Oberpullendorf	31252	26820	26217	10588	7977	3706	383	1373	1384	523	98	117	68	0	0	0	0	spoe
G10900	Oberwart	43578	35232	34544	13309	8767	6450	700	2085	2098	803	146	111	75	0	0	0	0	spoe
G1A000	Burgenland Nord	0	259	256	59	54	33	10	47	13	32	4	3	1	0	0	0	0	spoe
G1B000	Burgenland Süd	0	346	340	76	65	48	17	70	22	35	3	3	1	0	0	0	0	spoe
G20100	Klagenfurt (Stadt)	73937	50725	49948	14858	6755	7608	5098	9309	3000	2448	450	422	0	0	0	0	0	spoe
G20200	Villach (Stadt)	45015	31291	30768	10932	3340	5349	2818	4289	2270	1296	213	261	0	0	0	0	0	spoe
G20300	Hermagor	15190	11827	11538	3535	3350	1687	973	976	645	285	36	51	0	0	0	0	0	spoe
G20400	Klagenfurt Land	47104	35416	34725	11159	5568	5367	3973	4603	2287	1293	243	232	0	0	0	0	0	spoe
G20500	Sankt Veit an der Glan	45827	33276	32472	10266	5306	6165	5079	2678	1802	825	187	164	0	0	0	0	0	spoe
G20600	Spittal an der Drau	62886	45990	45162	13062	7770	8789	4705	4410	3762	2217	197	250	0	0	0	0	0	spoe
G20700	Villach Land	52077	38607	37919	13426	4682	7279	3717	4120	2838	1366	233	258	0	0	0	0	0	spoe
G20800	Völkermarkt	33936	24933	24286	8842	4072	3726	2409	2644	1652	625	170	146	0	0	0	0	0	spoe
G20900	Wolfsberg	44129	32063	31383	11086	4678	6895	3199	2305	2214	665	156	185	0	0	0	0	0	spoe
G21000	Feldkirchen	24485	17065	16728	4913	2453	3530	2053	1685	1366	567	68	93	0	0	0	0	0	spoe
G2A000	Klagenfurt	0	316	307	50	47	34	26	85	13	40	8	4	0	0	0	0	0	gruene
G2B000	Villach	0	253	253	48	30	31	30	70	10	26	5	3	0	0	0	0	0	gruene
G2C000	Kärnten West	0	276	273	43	56	27	19	73	13	32	5	5	0	0	0	0	0	gruene
G2D000	Kärnten Ost	0	246	244	58	33	26	30	57	10	26	4	0	0	0	0	0	0	spoe
G30100	Krems an der Donau (Stadt)	18604	14147	13886	4197	3504	2629	366	1648	559	668	225	90	0	0	0	0	0	spoe
G30200	Sankt Pölten (Stadt)	39248	30077	29527	11090	5895	5292	751	3382	1254	1295	319	249	0	0	0	0	0	spoe
G30300	Waidhofen an der Ybbs (Stadt)	9073	7501	7336	1646	2774	1084	252	861	307	323	37	52	0	0	0	0	0	oevp
G30400	Wiener Neustadt (Stadt)	30920	22007	21664	7158	3777	5091	643	2362	1184	987	246	216	0	0	0	0	0	spoe
G30500	Amstetten	89952	74665	72785	19202	24692	13114	2112	7127	3140	2370	480	548	0	0	0	0	0	oevp
G30600	Baden	104261	81531	80076	24250	16478	16994	2376	8625	5394	4552	688	719	0	0	0	0	0	spoe
G30700	Bruck an der Leitha	70995	53076	52111	18003	11088	11972	1310	4212	2686	1972	448	420	0	0	0	0	0	spoe
G30800	Gänserndorf	75714	60218	59127	19241	15372	13300	1408	4164	2860	1949	426	407	0	0	0	0	0	spoe
G30900	Gmünd	31677	25854	25153	8288	8904	3927	513	1501	1129	582	168	141	0	0	0	0	0	oevp
G31000	Hollabrunn	41153	33900	33091	8110	14016	5231	673	2131	1469	1077	169	215	0	0	0	0	0	oevp
G31100	Horn	26065	21846	21309	4584	9734	3223	498	1560	829	680	98	103	0	0	0	0	0	oevp
G31200	Korneuburg	67731	54161	53100	13604	15294	10203	1523	6128	2525	3017	389	417	0	0	0	0	0	oevp
G31300	Krems (Land)	45978	38614	37617	9051	14219	6398	979	3378	1541	1523	268	260	0	0	0	0	0	oevp
G31400	Lilienfeld	20876	17321	16864	5721	5131	2912	429	1199	823	390	163	96	0	0	0	0	0	spoe
G31500	Melk	61676	50837	49674	13493	17504	9313	1219	4010	1989	1494	300	352	0	0	0	0	0	oevp
G31600	Mistelbach	60542	50276	49109	12314	18579	8801	1111	3933	2046	1673	348	304	0	0	0	0	0	oevp
G31700	Mödling	88214	70605	69489	16339	18116	11233	2150	10581	3355	6473	656	586	0	0	0	0	0	oevp
G31800	Neunkirchen	68505	54694	53598	17782	14364	11064	1424	3953	2580	1734	354	343	0	0	0	0	0	spoe
G31900	Sankt Pölten (Land)	99733	79223	77474	20500	23057	14221	2077	8548	3658	4123	668	622	0	0	0	0	0	oevp
G32000	Scheibbs	33381	27895	27157	6236	11171	4415	767	2383	1133	724	155	173	0	0	0	0	0	oevp
G32100	Tulln	76026	59443	58216	13620	18260	10179	1729	7065	2671	3796	458	438	0	0	0	0	0	oevp
G32200	Waidhofen an der Thaya	22675	18284	17776	3848	7611	3198	382	1244	825	467	104	97	0	0	0	0	0	oevp
G32300	Wiener Neustadt (Land)	59323	47940	46907	13688	13237	10356	1338	3538	2513	1627	316	294	0	0	0	0	0	spoe
G32400	Wien-Umgebung	0	7400	7238	1957	1858	1006	186	1233	323	537	75	63	0	0	0	0	0	spoe
G32500	Zwettl	36353	30574	29678	5245	14794	4837	639	1895	1118	841	147	162	0	0	0	0	0	oevp
G3A000	Weinviertel	0	766	755	167	171	154	20	133	28	62	11	9	0	0	0	0	0	oevp
G3B000	Waldviertel	0	503	494	82	120	72	19	113	20	56	6	6	0	0	0	0	0	oevp
G3C000	Mostviertel	0	456	447	83	111	55	19	114	12	42	10	1	0	0	0	0	0	gruene
G3D000	Niederösterreich Mitte	0	514	506	102	120	64	25	108	26	46	4	11	0	0	0	0	0	oevp
G3E000	Niederösterreich Süd	0	365	362	77	72	66	22	55	25	34	6	5	0	0	0	0	0	spoe
G3F000	Wien Umgebung	0	1051	1041	222	227	134	41	220	58	118	12	9	0	0	0	0	0	oevp
G3G000	Süd-Ost	0	436	431	88	95	63	18	83	25	53	3	3	0	0	0	0	0	oevp
G40100	Linz (Stadt	140809	100357	98462	33229	14959	19092	2755	16826	4191	4705	1405	920	202	178	0	0	0	spoe
G40200	Steyr (Stadt)	28386	20630	20243	7764	2501	4382	653	2609	1152	735	205	152	54	36	0	0	0	spoe
G40300	Wels (Stadt)	40671	29490	29039	9434	4171	7857	963	3651	1330	1066	230	221	68	48	0	0	0	spoe
G40400	Braunau am Inn	75446	54847	53292	12739	15262	13426	1891	5053	2651	1365	277	369	181	78	0	0	0	oevp
G40500	Eferding	25480	20783	20272	5378	5380	4711	681	2320	931	527	113	142	58	31	0	0	0	oevp
G40600	Freistadt	52884	44085	42729	11231	14047	7656	1553	4668	1672	984	322	378	141	77	0	0	0	oevp
G40700	Gmunden	78662	61343	59663	18211	12895	11598	2392	7684	3071	2351	579	479	277	126	0	0	0	spoe
G40800	Grieskirchen	49884	40198	38924	8273	12254	9246	1384	4156	1790	1090	214	286	156	75	0	0	0	oevp
G40900	Kirchdorf an der Krems	43274	34292	33468	8438	9067	7612	1255	3537	1812	1008	192	323	161	63	0	0	0	oevp
G41000	Linz-Land	105643	83000	81341	26429	15582	17683	2611	9963	4253	3294	588	619	180	139	0	0	0	spoe
G41100	Perg	51994	43195	42034	12862	12380	7775	1167	4137	1879	1068	228	272	201	65	0	0	0	spoe
G41200	Ried im Innkreis	46264	35330	34388	6884	10521	8894	1432	3386	1570	1040	178	262	152	69	0	0	0	oevp
G41300	Rohrbach	46198	37217	35958	7089	14863	6322	992	3481	1627	836	197	296	194	61	0	0	0	oevp
G41400	Schärding	44610	35233	34357	6765	11246	8704	1951	2752	1548	723	180	220	127	141	0	0	0	oevp
G41500	Steyr-Land	47537	38947	37987	10296	10312	7323	1774	4375	2034	1190	209	258	154	62	0	0	0	oevp
G41600	Urfahr-Umgebung	66789	55639	54050	12331	16425	8756	1831	8660	2630	2324	407	412	172	102	0	0	0	oevp
G41700	Vöcklabruck	101803	80295	78049	19881	20195	18032	2737	9170	3812	2587	466	697	353	119	0	0	0	oevp
G41800	Wels-Land	52848	42510	41614	10525	10022	10543	1547	4510	2290	1385	226	378	111	77	0	0	0	fpoe
G4A000	nz und Umgebung	0	1225	1205	216	266	134	41	347	46	108	20	22	2	3	0	0	0	gruene
G4B000	Innviertel	0	377	371	41	78	53	17	121	15	33	4	7	1	1	0	0	0	gruene
G4C000	Hausruckviertel	0	700	684	93	159	81	34	206	15	67	12	15	0	2	0	0	0	gruene
G4D000	Traunviertel	0	625	620	88	119	73	27	186	31	67	12	14	1	2	0	0	0	gruene
G4E000	Mühlviertel	0	659	650	96	139	88	12	205	29	51	13	15	0	2	0	0	0	gruene
G50100	Salzburg (Stadt)	100748	67171	66101	15642	13431	12351	2133	13686	3268	4197	811	582	0	0	0	0	0	spoe
G50200	Hallein	42833	33310	32460	7928	9099	6214	1015	4929	1556	1310	189	220	0	0	0	0	0	oevp
G50300	Salzburg-Umgebung	111076	84933	82916	15221	24214	17264	2909	13730	4524	4000	455	599	0	0	0	0	0	oevp
G50400	Sankt Johann im Pongau	58236	45498	44504	11555	12511	10927	1435	4029	2194	1538	135	180	0	0	0	0	0	oevp
G50500	Tamsweg	16319	12693	12460	2775	4180	3111	384	998	579	340	47	46	0	0	0	0	0	oevp
G50600	Zell am See	64064	48200	47036	12686	12761	10877	1286	4682	2722	1587	162	273	0	0	0	0	0	oevp
G5A000	Salzburg Stadt	0	417	413	48	96	37	14	137	17	55	5	4	0	0	0	0	0	gruene
G5B000	Flachgau/Tennengau	0	420	411	56	83	55	18	133	17	35	10	4	0	0	0	0	0	gruene
G5C000	Lungau/Pinzgau/Pongau	0	310	305	39	85	40	11	65	17	41	3	4	0	0	0	0	0	oevp
G60100	Graz	196557	137688	136118	25242	23222	26293	5172	29574	9895	9568	4627	2186	339	0	0	0	0	gruene
G60300	Deutschlandsberg	50417	37309	36689	9590	8097	9063	1553	2712	3961	1047	324	195	147	0	0	0	0	spoe
G60600	Graz-Umgebung	116917	88810	87675	19583	16262	23118	3578	9701	9356	3662	1394	721	300	0	0	0	0	fpoe
