gkz	name	wahlberechtigte	abgegeben	gueltig	spoe	oevp	fpoe	bzoe	gruene	frank	neos	kpoe	pirat	cpoe	wandl	m	euaus	slp	winner
G41724	Pilsbach	508	411	401	102	150	56	11	37	11	24	0	4	5	1	0	0	0	oevp
G41725	Pitzenberg	417	315	307	53	105	75	8	40	17	7	0	1	1	0	0	0	0	oevp
G41726	Pöndorf	1846	1326	1276	308	384	359	40	71	71	15	9	15	2	2	0	0	0	oevp
G41727	Puchkirchen am Trattberg	781	562	546	106	192	112	18	50	29	22	6	7	3	1	0	0	0	oevp
G41728	Pühret	492	358	344	72	124	84	8	26	22	2	1	3	2	0	0	0	0	oevp
G41729	Redleiten	391	294	282	75	72	76	10	18	17	12	0	1	0	1	0	0	0	fpoe
G41730	Redlham	1174	840	819	244	213	175	26	90	35	20	1	7	8	0	0	0	0	spoe
G41731	Regau	4909	3612	3486	921	660	933	153	435	194	113	26	30	18	3	0	0	0	fpoe
G41732	Rüstorf	1615	1157	1128	332	231	319	32	119	45	34	3	5	5	3	0	0	0	spoe
G41733	Rutzenham	211	168	160	11	67	30	2	33	9	2	2	4	0	0	0	0	0	oevp
G41734	Sankt Georgen im Attergau	3075	2144	2093	360	527	654	105	212	96	72	22	20	23	2	0	0	0	fpoe
G41735	Sankt Lorenz	1794	1218	1190	162	459	244	37	145	59	73	3	5	3	0	0	0	0	oevp
G41736	Schlatt	1045	721	695	150	214	169	26	65	35	23	4	4	2	3	0	0	0	oevp
G41737	Schörfling am Attersee	2623	1801	1761	471	312	440	75	251	87	82	23	17	2	1	0	0	0	spoe
G41738	Schwanenstadt	2947	1978	1933	529	410	478	61	246	104	63	11	23	6	2	0	0	0	spoe
G41739	Seewalchen am Attersee	4228	2990	2911	742	537	768	101	399	164	126	21	28	16	9	0	0	0	fpoe
G41740	Steinbach am Attersee	683	492	485	103	183	65	17	62	30	18	2	4	0	1	0	0	0	oevp
G41741	Straß im Attergau	1123	818	781	125	292	214	20	64	29	18	5	11	0	3	0	0	0	oevp
G41742	Tiefgraben	2786	1785	1734	290	677	356	53	195	84	61	3	10	1	4	0	0	0	oevp
G41743	Timelkam	4543	3307	3209	1027	582	771	134	370	161	97	25	27	10	5	0	0	0	spoe
G41744	Ungenach	1165	889	863	121	331	175	32	107	50	29	3	13	2	0	0	0	0	oevp
G41745	Unterach am Attersee	1127	731	721	203	227	115	26	78	31	34	1	4	1	1	0	0	0	oevp
G41746	Vöcklabruck	9173	5950	5835	1613	1204	1231	233	875	286	273	29	47	31	13	0	0	0	spoe
G41747	Vöcklamarkt	3679	2689	2607	661	742	643	67	257	120	76	17	14	7	3	0	0	0	oevp
G41748	Weißenkirchen im Attergau	759	559	541	62	272	120	12	37	19	6	1	1	9	2	0	0	0	oevp
G41749	Weyregg am Attersee	1267	859	844	200	266	169	30	103	37	30	1	5	2	1	0	0	0	oevp
G41750	Wolfsegg am Hausruck	1571	1023	994	348	240	209	21	101	31	15	13	14	0	2	0	0	0	spoe
G41751	Zell am Moos	1179	833	808	118	323	137	23	108	35	51	2	7	3	1	0	0	0	oevp
G41752	Zell am Pettenfirst	944	712	692	141	229	127	20	109	26	23	6	6	2	3	0	0	0	oevp
G41801	Aichkirchen	430	331	323	38	139	86	16	21	10	10	0	1	2	0	0	0	0	oevp
G41802	Bachmanning	506	361	358	93	111	89	7	26	12	9	2	2	6	1	0	0	0	oevp
G41803	Bad Wimsbach-Neydharting	1939	1454	1417	332	477	307	70	129	55	27	4	11	3	2	0	0	0	oevp
G41804	Buchkirchen	3210	2313	2264	666	474	554	71	259	121	78	14	16	5	6	0	0	0	spoe
G41805	Eberstalzell	1850	1336	1308	153	483	337	59	132	75	39	6	16	8	0	0	0	0	oevp
G41806	Edt bei Lambach	1625	1188	1169	306	282	314	53	93	74	30	9	6	0	2	0	0	0	fpoe
G41807	Fischlham	1083	819	799	163	275	171	21	76	57	25	1	8	2	0	0	0	0	oevp
G41808	Gunskirchen	4493	3297	3232	853	707	906	132	300	161	111	19	21	6	16	0	0	0	fpoe
G41809	Holzhausen	632	472	457	132	118	97	22	43	21	18	0	5	0	1	0	0	0	spoe
G41810	Krenglbach	2372	1805	1767	509	345	432	66	205	110	76	8	11	3	2	0	0	0	spoe
G41811	Lambach	2441	1516	1494	414	334	377	51	165	74	44	7	23	4	1	0	0	0	spoe
G41812	Marchtrenk	9378	6578	6467	2267	806	1814	252	580	410	201	38	74	14	11	0	0	0	spoe
G41813	Neukirchen bei Lambach	713	511	497	89	193	102	33	30	16	23	8	2	0	1	0	0	0	oevp
G41814	Offenhausen	1269	938	911	153	284	272	23	86	50	28	8	5	2	0	0	0	0	oevp
G41815	Pennewang	732	540	524	57	232	114	17	58	28	11	0	3	4	0	0	0	0	oevp
G41816	Pichl bei Wels	2173	1685	1636	364	455	418	70	181	72	53	6	8	5	4	0	0	0	oevp
G41817	Sattledt	1844	1329	1309	300	400	329	58	79	74	34	5	23	7	0	0	0	0	oevp
G41818	Schleißheim	951	717	694	141	174	170	26	100	46	22	2	9	3	1	0	0	0	oevp
G41819	Sipbachzell	1474	1106	1079	190	355	279	28	99	74	39	3	8	1	3	0	0	0	oevp
G41820	Stadl-Paura	3591	2192	2129	673	288	691	80	209	99	48	18	16	4	3	0	0	0	fpoe
G41821	Steinerkirchen an der Traun	1864	1441	1402	188	579	304	51	139	76	44	6	12	1	2	0	0	0	oevp
G41822	Steinhaus	1558	1177	1148	219	294	402	34	101	51	30	3	8	2	4	0	0	0	fpoe
G41823	Thalheim bei Wels	4238	2913	2863	643	648	630	131	465	140	149	19	26	7	5	0	0	0	oevp
G41824	Weißkirchen an der Traun	2482	1839	1814	509	431	454	51	181	105	58	8	13	3	1	0	0	0	spoe
G50101	Salzburg	100748	57597	56641	13690	10980	11333	1902	11067	2883	3581	697	508	0	0	0	0	0	spoe
G50201	Abtenau	4415	3323	3211	920	1144	542	73	295	130	85	4	18	0	0	0	0	0	oevp
G50202	Adnet	2768	2142	2074	403	737	375	62	296	103	87	7	4	0	0	0	0	0	oevp
G50203	Annaberg-Lungötz	1712	1317	1277	310	509	260	43	71	43	34	3	4	0	0	0	0	0	oevp
G50204	Golling an der Salzach	3048	2189	2137	513	588	471	68	300	95	79	10	13	0	0	0	0	0	oevp
G50205	Hallein	13820	8772	8596	2636	1359	1950	253	1383	494	373	74	74	0	0	0	0	0	spoe
G50206	Krispl	721	552	540	132	207	114	15	34	28	7	1	2	0	0	0	0	0	oevp
G50207	Kuchl	5271	3752	3644	670	1155	619	167	611	185	190	17	30	0	0	0	0	0	oevp
G50208	Oberalm	3178	2259	2220	523	544	414	65	416	123	102	12	21	0	0	0	0	0	oevp
G50209	Puch bei Hallein	3351	2260	2192	486	565	443	84	370	116	89	19	20	0	0	0	0	0	oevp
G50210	Rußbach am Paß Gschütt	633	493	471	134	205	78	13	21	9	7	3	1	0	0	0	0	0	oevp
G50211	Sankt Koloman	1269	1018	987	103	520	179	28	82	40	25	4	6	0	0	0	0	0	oevp
G50212	Scheffau am Tennengebirge	1066	818	789	149	296	160	24	97	32	26	3	2	0	0	0	0	0	oevp
G50213	Bad Vigaun	1581	1198	1159	227	379	228	39	177	48	46	11	4	0	0	0	0	0	oevp
G50301	Anif	3086	1946	1902	346	486	386	92	301	94	180	9	8	0	0	0	0	0	oevp
G50302	Anthering	2825	2014	1965	248	667	395	69	364	88	108	8	18	0	0	0	0	0	oevp
G50303	Bergheim	3829	2693	2629	446	916	489	91	395	118	149	8	17	0	0	0	0	0	oevp
G50304	Berndorf bei Salzburg	1365	987	952	173	335	221	45	104	37	29	5	3	0	0	0	0	0	oevp
G50305	Bürmoos	3592	2402	2340	953	212	554	69	318	125	75	17	17	0	0	0	0	0	spoe
G50306	Dorfbeuern	1176	853	821	135	326	170	19	110	32	24	2	3	0	0	0	0	0	oevp
G50307	Ebenau	1092	778	762	107	311	131	26	119	33	25	4	6	0	0	0	0	0	oevp
G50308	Elixhausen	2236	1548	1511	266	470	276	48	279	76	80	11	5	0	0	0	0	0	oevp
G50309	Elsbethen	4117	2843	2786	418	814	472	113	597	151	175	21	25	0	0	0	0	0	oevp
G50310	Eugendorf	5125	3589	3515	574	1037	751	151	581	226	162	20	13	0	0	0	0	0	oevp
G50311	Faistenau	2323	1668	1632	207	547	493	60	183	81	46	6	9	0	0	0	0	0	oevp
G50312	Fuschl am See	1066	730	714	87	281	145	13	94	51	34	3	6	0	0	0	0	0	oevp
G50313	Göming	559	456	440	43	237	63	14	55	15	8	3	2	0	0	0	0	0	oevp
G50314	Grödig	5153	3418	3349	955	633	790	116	493	157	164	19	22	0	0	0	0	0	spoe
G50315	Großgmain	1796	1138	1120	162	317	268	42	191	54	70	6	10	0	0	0	0	0	oevp
G50316	Hallwang	3096	2048	2005	365	558	409	89	368	102	84	17	13	0	0	0	0	0	oevp
G50317	Henndorf am Wallersee	3735	2598	2531	531	686	554	81	390	123	140	14	12	0	0	0	0	0	oevp
G50318	Hintersee	350	250	242	69	84	50	12	10	9	8	0	0	0	0	0	0	0	oevp
G50319	Hof bei Salzburg	2567	1745	1704	306	532	356	56	261	101	72	10	10	0	0	0	0	0	oevp
G50320	Köstendorf	2029	1395	1341	216	517	251	51	158	81	55	5	7	0	0	0	0	0	oevp
G50321	Koppl	2568	1826	1787	278	536	337	53	366	104	83	13	17	0	0	0	0	0	oevp
G50322	Lamprechtshausen	2780	1924	1875	324	589	433	64	269	92	74	15	15	0	0	0	0	0	oevp
G50323	Mattsee	2416	1626	1586	206	572	257	49	303	87	90	5	17	0	0	0	0	0	oevp
G50324	Neumarkt am Wallersee	4372	2731	2656	580	572	679	78	421	150	126	19	31	0	0	0	0	0	fpoe
G50325	Nußdorf am Haunsberg	1751	1295	1266	210	459	233	67	161	71	56	2	7	0	0	0	0	0	oevp
G50326	Oberndorf bei Salzburg	4143	2663	2602	657	548	529	88	444	185	106	13	32	0	0	0	0	0	spoe
G50327	Obertrum am See	3611	2560	2498	332	884	512	78	419	122	121	7	23	0	0	0	0	0	oevp
G50328	Plainfeld	940	653	638	80	219	150	23	84	48	26	2	6	0	0	0	0	0	oevp
G50329	Sankt Georgen bei Salzburg	2305	1672	1624	296	525	390	46	212	95	38	12	10	0	0	0	0	0	oevp
G50330	Sankt Gilgen	2824	1783	1736	336	569	338	71	206	123	74	9	10	0	0	0	0	0	oevp
G50331	Schleedorf	770	574	562	86	201	140	16	62	33	19	3	2	0	0	0	0	0	oevp
G50332	Seeham	1442	1052	1021	143	387	178	30	160	51	53	4	15	0	0	0	0	0	oevp
G50335	Straßwalchen	5376	3850	3718	734	1078	1009	153	414	160	137	13	20	0	0	0	0	0	oevp
G50336	Strobl	2816	1909	1862	387	582	346	82	241	102	82	21	19	0	0	0	0	0	oevp
G50337	Thalgau	4431	3061	2981	463	951	652	102	465	160	153	13	22	0	0	0	0	0	oevp
G50338	Wals-Siezenheim	9676	6696	6542	1148	1701	1625	217	1048	397	310	48	48	0	0	0	0	0	oevp
G50339	Seekirchen am Wallersee	7738	5343	5226	805	1324	1151	208	1032	342	295	23	46	0	0	0	0	0	oevp
G50401	Altenmarkt im Pongau	2802	1962	1910	301	625	466	59	233	123	89	5	9	0	0	0	0	0	oevp
G50402	Bad Hofgastein	5042	3324	3256	1024	779	773	95	237	196	127	11	14	0	0	0	0	0	spoe
G50403	Bad Gastein	2938	1943	1895	599	283	576	79	148	128	68	9	5	0	0	0	0	0	spoe
G50404	Bischofshofen	7496	4908	4811	1818	835	1221	147	384	233	140	25	8	0	0	0	0	0	spoe
G50405	Dorfgastein	1317	1003	964	275	267	246	23	82	32	32	3	4	0	0	0	0	0	spoe
G50406	Eben im Pongau	1638	1206	1175	178	384	383	44	93	48	40	3	2	0	0	0	0	0	oevp
G50407	Filzmoos	1002	716	701	71	328	157	24	47	50	20	1	3	0	0	0	0	0	oevp
G50408	Flachau	2038	1532	1519	220	605	354	58	126	99	47	2	8	0	0	0	0	0	oevp
G50409	Forstau	416	324	319	78	113	76	16	19	10	6	0	1	0	0	0	0	0	oevp
G50410	Goldegg	1911	1372	1344	284	368	298	61	146	122	58	4	3	0	0	0	0	0	oevp
G50411	Großarl	2887	2181	2111	460	984	365	65	134	48	46	3	6	0	0	0	0	0	oevp
G50412	Hüttau	1133	798	785	200	204	237	38	40	43	17	3	3	0	0	0	0	0	fpoe
G50413	Hüttschlag	700	552	544	128	266	86	8	39	10	7	0	0	0	0	0	0	0	oevp
G50414	Kleinarl	585	387	379	91	154	86	13	11	15	9	0	0	0	0	0	0	0	oevp
G50415	Mühlbach am Hochkönig	1174	854	838	332	181	189	26	50	37	15	2	6	0	0	0	0	0	spoe
G50416	Pfarrwerfen	1742	1223	1192	254	431	258	50	109	50	32	1	7	0	0	0	0	0	oevp
G50417	Radstadt	3360	2276	2232	460	692	643	73	176	107	71	3	7	0	0	0	0	0	oevp
G50418	Sankt Johann im Pongau	7849	5419	5299	1198	1364	1493	163	599	239	204	13	26	0	0	0	0	0	fpoe
G50419	Sankt Martin am Tennengebirge	1176	859	834	220	271	204	36	40	31	25	5	2	0	0	0	0	0	oevp
G50420	Sankt Veit im Pongau	2812	2122	2070	495	603	548	60	180	97	67	10	10	0	0	0	0	0	oevp
G50421	Schwarzach im Pongau	2641	1782	1744	838	216	372	30	150	63	60	6	9	0	0	0	0	0	spoe
G50422	Untertauern	337	200	197	32	72	53	12	8	16	4	0	0	0	0	0	0	0	oevp
G50423	Wagrain	2282	1617	1570	254	549	459	60	108	80	52	5	3	0	0	0	0	0	oevp
G50424	Werfen	2295	1564	1536	454	306	452	60	131	62	52	4	15	0	0	0	0	0	spoe
G50425	Werfenweng	663	476	465	45	167	147	20	41	23	19	1	2	0	0	0	0	0	oevp
G50501	Göriach	292	231	229	51	103	46	4	14	6	5	0	0	0	0	0	0	0	oevp
G50502	Lessach	452	318	309	59	141	64	9	19	9	7	0	1	0	0	0	0	0	oevp
G50503	Mariapfarr	1877	1201	1169	292	351	266	43	90	62	53	9	3	0	0	0	0	0	oevp
G50504	Mauterndorf	1310	796	774	146	243	208	29	68	48	22	5	5	0	0	0	0	0	oevp
G50505	Muhr	451	340	338	79	116	128	7	4	3	1	0	0	0	0	0	0	0	fpoe
G50506	Ramingstein	964	652	639	210	189	162	10	31	27	8	2	0	0	0	0	0	0	spoe
G50507	Sankt Andrä im Lungau	609	418	411	112	163	77	9	22	17	6	1	4	0	0	0	0	0	oevp
G50508	Sankt Margarethen im Lungau	590	415	408	126	109	103	8	29	14	11	1	7	0	0	0	0	0	spoe
G50509	Sankt Michael im Lungau	2746	1872	1842	507	514	467	62	121	107	57	3	4	0	0	0	0	0	oevp
G50510	Tamsweg	4576	2840	2783	522	885	771	111	261	135	75	15	8	0	0	0	0	0	oevp
G50511	Thomatal	280	218	215	46	54	77	7	14	10	3	2	2	0	0	0	0	0	fpoe
G50512	Tweng	192	102	102	18	40	30	2	2	5	5	0	0	0	0	0	0	0	oevp
G50513	Unternberg	766	553	544	126	193	145	13	33	18	11	3	2	0	0	0	0	0	oevp
G50514	Weißpriach	258	207	205	55	71	51	5	14	7	1	1	0	0	0	0	0	0	oevp
G50515	Zederhaus	956	715	701	96	332	195	18	27	24	7	1	1	0	0	0	0	0	oevp
G50601	Bramberg am Wildkogel	3176	2193	2117	698	646	430	40	121	120	49	7	6	0	0	0	0	0	spoe
G50602	Bruck an der Großglocknerstraße	3359	2165	2120	571	422	625	47	240	122	66	10	17	0	0	0	0	0	fpoe
G50603	Dienten am Hochkönig	615	470	448	140	167	98	11	11	11	9	0	1	0	0	0	0	0	oevp
G50604	Fusch an der Großglocknerstraße	540	405	391	87	116	107	15	34	19	9	2	2	0	0	0	0	0	oevp
G50605	Hollersbach im Pinzgau	891	687	668	173	264	122	15	45	38	9	0	2	0	0	0	0	0	oevp
G50606	Kaprun	2189	1410	1383	469	332	267	42	148	74	39	6	6	0	0	0	0	0	spoe
G50607	Krimml	656	439	427	130	154	79	8	17	27	10	2	0	0	0	0	0	0	oevp
G50608	Lend	1146	839	820	352	142	185	20	48	48	14	6	5	0	0	0	0	0	spoe
G50609	Leogang	2410	1810	1751	540	626	261	42	150	72	46	2	12	0	0	0	0	0	oevp
G50610	Lofer	1527	1030	999	167	351	232	26	129	49	41	0	4	0	0	0	0	0	oevp
G50611	Maishofen	2484	1653	1618	321	506	398	43	183	86	66	9	6	0	0	0	0	0	oevp
G50612	Maria Alm am Steinernen Meer	1556	1067	1038	187	385	230	29	89	68	45	2	3	0	0	0	0	0	oevp
G50613	Mittersill	3945	2569	2519	603	640	687	59	187	236	90	4	13	0	0	0	0	0	fpoe
G50614	Neukirchen am Großvenediger	2042	1295	1255	378	373	253	28	83	75	50	8	7	0	0	0	0	0	spoe
G50615	Niedernsill	1989	1396	1358	362	330	385	31	121	73	50	1	5	0	0	0	0	0	fpoe
G50616	Piesendorf	2801	1826	1780	410	517	431	48	180	116	51	12	15	0	0	0	0	0	oevp
G50617	Rauris	2408	1681	1651	318	549	465	61	108	100	34	5	11	0	0	0	0	0	oevp
G50618	Saalbach-Hinterglemm	2100	1402	1378	195	538	403	35	81	71	47	3	5	0	0	0	0	0	oevp
G50619	Saalfelden am Steinernen Meer	11897	7736	7532	2290	1448	1802	262	913	415	322	31	49	0	0	0	0	0	spoe
G50620	Sankt Martin bei Lofer	863	610	584	129	205	101	23	79	28	16	0	3	0	0	0	0	0	oevp
G50621	Stuhlfelden	1228	914	898	233	252	247	24	59	57	20	1	5	0	0	0	0	0	oevp
G50622	Taxenbach	2165	1508	1471	344	450	378	37	101	107	43	4	7	0	0	0	0	0	oevp
G50623	Unken	1458	1013	989	211	294	295	20	83	54	21	2	9	0	0	0	0	0	fpoe
G50624	Uttendorf	2263	1578	1528	565	359	333	53	101	67	37	5	8	0	0	0	0	0	spoe
G50625	Viehhofen	454	310	307	54	72	128	8	19	18	8	0	0	0	0	0	0	0	fpoe
G50626	Wald im Pinzgau	914	576	567	150	205	129	17	31	24	10	0	1	0	0	0	0	0	oevp
G50627	Weißbach bei Lofer	310	218	207	37	80	38	9	19	11	8	1	4	0	0	0	0	0	oevp
G50628	Zell am See	6678	4078	4005	1225	847	974	116	419	225	163	12	24	0	0	0	0	0	spoe
G60101	Graz (Stadt)	196557	115274	113885	21795	18369	23590	4485	23220	8433	7909	3971	1836	277	0	0	0	0	fpoe
G60305	Frauental an der Laßnitz	2413	1546	1525	642	206	322	52	105	126	47	14	9	2	0	0	0	0	spoe
G60318	Lannach	2726	1792	1761	391	303	477	83	157	225	78	26	13	8	0	0	0	0	fpoe
G60323	Pölfing-Brunn	1397	887	878	325	143	235	37	44	70	17	5	2	0	0	0	0	0	spoe
G60324	Preding	1434	918	900	236	181	240	29	66	108	24	10	4	2	0	0	0	0	fpoe
G60326	Sankt Josef  (Weststeiermark)	1171	851	838	193	198	211	23	77	92	24	11	5	4	0	0	0	0	fpoe
G60329	Sankt Peter im Sulmtal	1123	719	701	150	183	213	29	43	64	13	3	1	2	0	0	0	0	fpoe
G60341	Wettmannstätten	1293	894	880	214	231	234	26	38	94	25	6	6	6	0	0	0	0	fpoe
G60344	Deutschlandsberg	9326	5612	5516	1751	928	1205	264	478	576	167	74	47	26	0	0	0	0	spoe
G60345	Eibiswald	5633	3777	3703	981	903	1030	176	156	363	56	11	16	11	0	0	0	0	fpoe
G60346	Groß Sankt Florian	3516	2320	2284	521	697	510	90	148	239	48	17	6	8	0	0	0	0	oevp
G60347	Sankt Martin im Sulmtal	2673	1891	1860	436	481	486	69	91	236	41	9	5	6	0	0	0	0	fpoe
G60348	Sankt Stefan ob Stainz	3001	2049	2024	384	515	541	79	141	250	73	16	9	16	0	0	0	0	fpoe
G60349	Schwanberg	3932	2715	2672	805	521	683	112	170	282	68	17	8	6	0	0	0	0	spoe
G60350	Stainz	7019	4673	4569	878	1038	1234	237	380	564	157	38	26	17	0	0	0	0	fpoe
G60351	Wies	3760	2490	2464	684	559	686	103	119	229	50	14	14	6	0	0	0	0	fpoe
G60608	Feldkirchen bei Graz	4280	2604	2590	576	422	853	97	213	291	72	40	22	4	0	0	0	0	fpoe
G60611	Gössendorf	3004	1956	1945	464	278	640	94	163	182	77	27	14	6	0	0	0	0	fpoe
G60613	Gratkorn	6169	3960	3918	1196	398	1275	118	346	375	116	69	21	4	0	0	0	0	fpoe
G60617	Hart bei Graz	3685	2417	2389	511	390	480	112	424	236	157	46	24	9	0	0	0	0	spoe
G60618	Haselsdorf-Tobelbad	1132	745	737	235	106	181	30	64	77	30	8	4	2	0	0	0	0	spoe
G60619	Hausmannstätten	2351	1606	1589	297	362	329	63	220	206	81	14	12	5	0	0	0	0	oevp
G60623	Kainbach bei Graz	2284	1320	1292	210	329	275	40	194	126	58	37	15	8	0	0	0	0	oevp
G60624	Kalsdorf bei Graz	4562	2809	2769	734	398	910	77	204	300	87	31	20	8	0	0	0	0	fpoe
G60626	Kumberg	2962	1965	1940	240	373	398	91	338	341	108	26	13	12	0	0	0	0	fpoe
G60628	Laßnitzhöhe	2149	1428	1400	255	307	256	72	235	143	81	24	22	5	0	0	0	0	oevp
G60629	Lieboch	3909	2461	2432	653	307	679	120	251	259	99	37	16	11	0	0	0	0	fpoe
G60632	Peggau	1652	1100	1089	305	128	392	30	64	104	31	23	7	5	0	0	0	0	fpoe
G60639	Sankt Bartholomä	1143	803	794	166	233	190	30	61	85	17	8	4	0	0	0	0	0	oevp
G60641	Sankt Oswald bei Plankenwarth	1030	683	675	210	123	156	15	63	67	29	10	2	0	0	0	0	0	spoe
G60642	Sankt Radegund bei Graz	1711	1108	1087	220	244	196	49	182	115	46	27	7	1	0	0	0	0	oevp
G60645	Semriach	2604	1863	1843	302	553	586	60	104	155	53	17	7	6	0	0	0	0	fpoe
G60646	Stattegg	2235	1510	1493	262	320	322	53	259	138	85	28	22	4	0	0	0	0	fpoe
G60647	Stiwoll	599	440	435	109	97	130	15	28	39	10	6	0	1	0	0	0	0	fpoe
G60648	Thal	1760	1207	1190	289	180	313	34	183	102	56	16	15	2	0	0	0	0	fpoe
G60651	Übelbach	1733	1176	1163	348	312	287	36	54	77	25	14	10	0	0	0	0	0	spoe
G60653	Vasoldsberg	3488	2379	2349	413	452	701	120	226	314	78	20	17	8	0	0	0	0	fpoe
G60654	Weinitzen	2123	1406	1394	206	283	345	46	187	207	75	21	19	5	0	0	0	0	fpoe
G60655	Werndorf	1779	1210	1190	358	175	338	54	69	133	41	12	10	0	0	0	0	0	spoe
G60656	Wundschuh	1236	978	956	154	372	217	42	57	70	26	9	5	4	0	0	0	0	oevp
G60659	Deutschfeistritz	3341	2291	2263	554	404	733	96	131	216	60	44	22	3	0	0	0	0	fpoe
G60660	Dobl-Zwaring	2593	1893	1857	239	652	496	73	119	168	66	19	18	7	0	0	0	0	oevp
G60661	Eggersdorf bei Graz	5181	3658	3587	530	654	984	152	362	580	190	63	31	41	0	0	0	0	fpoe
G60662	Fernitz-Mellach	3723	2565	2533	513	539	705	102	243	284	87	36	15	9	0	0	0	0	fpoe
G60663	Frohnleiten	5587	3988	3920	1361	589	930	159	326	334	134	42	30	15	0	0	0	0	spoe
G60664	Gratwein-Straßengel	10316	7284	7214	1957	884	2041	311	843	643	309	130	68	28	0	0	0	0	fpoe
G60665	Hitzendorf	5701	3852	3804	815	800	1052	142	383	403	133	47	22	7	0	0	0	0	fpoe
G60666	Nestelbach bei Graz	2181	1513	1485	226	377	376	81	143	177	63	23	14	5	0	0	0	0	oevp
G60667	Raaba-Grambach	3093	2212	2189	505	407	559	98	266	195	105	34	15	5	0	0	0	0	fpoe
G60668	Sankt Marein bei Graz	2991	2065	2037	257	514	527	98	192	298	83	35	15	18	0	0	0	0	fpoe
G60669	Seiersberg-Pirka	8269	5493	5426	1274	746	1513	295	556	576	293	105	50	18	0	0	0	0	fpoe
G60670	Unterpremstätten-Zettling	4361	2720	2682	525	515	850	111	246	285	95	33	17	5	0	0	0	0	fpoe
G61001	Allerheiligen bei Wildon	1195	805	788	118	236	197	25	88	92	23	5	4	0	0	0	0	0	oevp
G61002	Arnfels	864	547	542	117	141	152	12	31	59	26	1	3	0	0	0	0	0	fpoe
G61007	Empersdorf	1096	800	785	130	190	240	34	50	93	23	13	4	8	0	0	0	0	fpoe
G61008	Gabersdorf	937	634	620	79	227	185	20	26	67	9	2	4	1	0	0	0	0	oevp
G61012	Gralla	1704	1164	1152	392	150	363	37	56	109	29	10	6	0	0	0	0	0	spoe
G61013	Großklein	1894	1302	1290	246	344	402	45	77	131	32	6	3	4	0	0	0	0	fpoe
G61016	Heimschuh	1658	1168	1149	261	297	318	59	57	120	27	6	4	0	0	0	0	0	fpoe
G61017	Hengsberg	1149	775	758	153	191	225	25	58	77	13	5	6	5	0	0	0	0	fpoe
G61019	Kitzeck im Sausal	1019	720	713	154	161	255	16	33	79	7	1	7	0	0	0	0	0	fpoe
G61020	Lang	1001	762	749	164	268	159	18	63	54	16	3	4	0	0	0	0	0	oevp
G61021	Lebring-Sankt Margarethen	1655	1092	1078	279	296	231	40	69	109	34	14	3	3	0	0	0	0	oevp
G61024	Oberhaag	1845	1250	1238	284	375	350	50	32	122	18	4	2	1	0	0	0	0	oevp
G61027	Ragnitz	1237	841	829	136	215	288	34	46	84	14	7	2	3	0	0	0	0	fpoe
G61030	Sankt Andrä-Höch	1486	945	935	197	222	293	21	35	141	15	6	5	0	0	0	0	0	fpoe
G61032	Sankt Johann im Saggautal	1739	1182	1163	248	309	371	37	47	114	29	5	2	1	0	0	0	0	fpoe
G61033	Sankt Nikolai im Sausal	1898	1245	1225	329	279	309	58	75	131	30	8	5	1	0	0	0	0	spoe
G61043	Tillmitsch	2684	1710	1689	510	254	500	62	100	201	49	8	3	2	0	0	0	0	spoe
G61045	Wagna	4313	2899	2859	1033	402	747	103	202	262	80	15	13	2	0	0	0	0	spoe
G61049	Ehrenhausen an der Weinstraße	2058	1366	1350	444	273	360	36	60	122	44	7	4	0	0	0	0	0	spoe
G61050	Gamlitz	2700	1884	1853	482	506	520	49	63	173	33	9	13	5	0	0	0	0	fpoe
G61051	Gleinstätten	2366	1575	1555	355	422	419	55	82	181	30	6	3	2	0	0	0	0	oevp
G61052	Heiligenkreuz am Waasen	2205	1471	1446	245	337	410	55	117	193	55	21	5	8	0	0	0	0	fpoe
G61053	Leibnitz	9088	5839	5765	1715	922	1491	202	512	589	223	58	42	11	0	0	0	0	spoe
G61054	Leutschach an der Weinstraße	3142	2009	1977	293	656	618	79	71	210	30	10	8	2	0	0	0	0	oevp
G61055	Sankt Georgen an der Stiefing	2096	1462	1436	247	411	361	45	126	178	45	8	8	7	0	0	0	0	oevp
G61056	Sankt Veit in der Südsteiermark	3320	2427	2389	429	846	607	83	101	243	49	3	15	13	0	0	0	0	oevp
G61057	Schwarzautal 	1951	1438	1412	182	548	338	58	71	172	29	3	8	3	0	0	0	0	oevp
G61058	Straß-Spielfeld	3726	2479	2445	660	511	713	84	116	246	70	15	20	10	0	0	0	0	fpoe
G61059	Wildon	3320	2126	2100	503	394	583	71	219	217	63	21	20	9	0	0	0	0	fpoe
G61101	Eisenerz	4140	2742	2719	1306	282	547	68	123	170	72	133	15	3	0	0	0	0	spoe
G61105	Kalwang	890	632	627	161	143	186	20	31	60	15	7	4	0	0	0	0	0	fpoe
G61106	Kammern im Liesingtal	1395	937	913	260	192	253	35	40	82	43	6	2	0	0	0	0	0	spoe
G61107	Kraubath an der Mur	1125	823	819	215	198	200	30	56	82	22	12	3	1	0	0	0	0	spoe
G61108	Leoben	19387	11809	11679	4030	1099	3400	449	872	839	449	445	76	20	0	0	0	0	spoe
G61109	Mautern in Steiermark	1539	1091	1081	284	300	290	30	61	73	23	14	5	1	0	0	0	0	oevp
